doi,author_name,given_name,family_name,keyword,pubmed_id,affiliation,institute,address,full_name
10.1002/bit.27698,Maloney AJ,Andrew J.,Maloney,Pichia,33527350,"Department of Chemical Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts, USA.",Massachusetts Institute of Technology,"25 Ames St, Cambridge, MA 02139, USA",Andrew J. Maloney
10.1002/bit.27698,Dalvie NC,Neil C.,Dalvie,Pichia,33527350,"Koch Institute for Integrative Cancer Research, Massachusetts Institute of Technology, Cambridge, Massachusetts, USA.",Koch Institute for Integrative Cancer Research,"500 Main St building 76, Cambridge, MA 02139, USA",Neil C. Dalvie
10.1002/bit.27698,Brady JR,Joseph R.,Brady,Pichia,33527350,"Koch Institute for Integrative Cancer Research, Massachusetts Institute of Technology, Cambridge, Massachusetts, USA.",Koch Institute for Integrative Cancer Research,"500 Main St building 76, Cambridge, MA 02139, USA",Joseph R. Brady
10.1002/bit.27698,Love KR,Kerry R.,Love,Pichia,33527350,"Koch Institute for Integrative Cancer Research, Massachusetts Institute of Technology, Cambridge, Massachusetts, USA.",Koch Institute for Integrative Cancer Research,"500 Main St building 76, Cambridge, MA 02139, USA",Kerry R. Love
10.1002/bit.27698,Love JC,J. Christopher,Love,Pichia,33527350,"Koch Institute for Integrative Cancer Research, Massachusetts Institute of Technology, Cambridge, Massachusetts, USA.",Koch Institute for Integrative Cancer Research,"500 Main St building 76, Cambridge, MA 02139, USA",J. Christopher Love
10.1002/bit.27698,Braatz RD,Richard D.,Braatz,Pichia,33527350,"Department of Chemical Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts, USA.",Massachusetts Institute of Technology,"25 Ames St, Cambridge, MA 02139, USA",Richard D. Braatz
10.1128/MRA.00337-23,Wang Q,Qingzhao,Wang,Pichia,37747226,"bp Bioscience Center, San Diego, California, USA.",Unparsed,"10628 Science Center Dr, San Diego, CA 92121, USA",Qingzhao Wang
10.1016/j.heliyon.2020.e03269,Ouattara HG,Honoré G.,Ouattara,Pichia,31993527,"Department of Food Science, College of Agricultural Sciences, The Pennsylvania State University, United States.",The Pennsylvania State University,"202 Rodney A. Erickson Food Science Building, University Park, PA 16802, USA",Honoré G. Ouattara
10.1016/j.heliyon.2020.e03269,Elias RJ,Ryan J.,Elias,Pichia,31993527,"Department of Food Science, College of Agricultural Sciences, The Pennsylvania State University, United States.",The Pennsylvania State University,"202 Rodney A. Erickson Food Science Building, University Park, PA 16802, USA",Ryan J. Elias
10.1016/j.heliyon.2020.e03269,Dudley EG,Edward G.,Dudley,Pichia,31993527,"Department of Food Science, College of Agricultural Sciences, The Pennsylvania State University, United States.",The Pennsylvania State University,"202 Rodney A. Erickson Food Science Building, University Park, PA 16802, USA",Edward G. Dudley
10.21769/BioProtoc.4628,Gelli A,Angie,Gelli,Pichia,36908634,"Department of Pharmacology, School of Medicine, University of California, Davis, CA, USA 95616.",University of California,"451 Health Sciences Dr., Davis, CA 95616, USA",Angie Gelli
10.1186/s13068-021-02008-7,Hoffman SM,Shannon M.,Hoffman,Kluyveromyces,34274018,"Department of Chemical and Biological Engineering, Hoyt Laboratory, Princeton University, 101 Hoyt Laboratory, William Street, Princeton, NJ, 08544, USA.",Princeton University,"400 Forrestal Rd, Princeton, NJ 08540, USA",Shannon M. Hoffman
10.1186/s13068-021-02008-7,Garcia-Echauri S,Sergio,Garcia-Echauri,Kluyveromyces,34274018,"Department of Chemical and Biological Engineering, Hoyt Laboratory, Princeton University, 101 Hoyt Laboratory, William Street, Princeton, NJ, 08544, USA.",Princeton University,"400 Forrestal Rd, Princeton, NJ 08540, USA",Sergio Garcia-Echauri
10.1186/s13068-021-02008-7,Avalos JL,José L.,Avalos,Kluyveromyces,34274018,"Princeton Environmental Institute, Princeton University, Princeton, NJ, 08544, USA. javalos@princeton.edu.",Princeton University,"101 Hoyt Laboratory, Princeton, NJ 08540",José L. Avalos
10.1186/s12934-022-01863-9,Wang W,Weigao,Wang,Yarrowia,35786380,"Department of Chemical and Biomolecular Engineering, Clemson University, Clemson, USA.",Clemson University,"Hunter Chemistry Laboratory, 211 S Palmetto Blvd, Clemson, SC 29634, USA",Weigao Wang
10.1186/s12934-022-01863-9,Blenner MA,Mark A.,Blenner,Yarrowia,35786380,"Department of Chemical and Biomolecular Engineering, University of Delaware, Newark, USA. blenner@udel.edu.",University of Delaware,"150 Academy Street, Colburn Laboratory, Newark, DE 19716, USA",Mark A. Blenner
10.1016/j.mec.2023.e00228,Agrawal A,Ayushi,Agrawal,Yarrowia,38029016,"Department of Chemical and Biomolecular Engineering, 590 Avenue 1743, University of Delaware, Newark, DE, 19713, USA.",University of Delaware,"150 Academy Street, Colburn Laboratory, Newark, DE 19716, USA",Ayushi Agrawal
10.1016/j.mec.2023.e00228,Yang Z,Zhiliang,Yang,Yarrowia,38029016,"Department of Chemical and Biomolecular Engineering, Clemson University, 206 S. Palmetto Blvd., Clemson, SC, 29634, USA.",Clemson University,"206 S Palmetto Blvd, Clemson, SC 29634, USA",Zhiliang Yang
10.1016/j.mec.2023.e00228,Blenner M,Mark,Blenner,Yarrowia,38029016,"Department of Chemical and Biomolecular Engineering, Clemson University, 206 S. Palmetto Blvd., Clemson, SC, 29634, USA.",Clemson University,"206 S Palmetto Blvd, Clemson, SC 29634, USA",Mark Blenner
10.1007/978-1-0716-1414-3_1,Wagner JM,James M.,Wagner,Yarrowia,33847979,"McKetta Department of Chemical Engineering, The University of Texas at Austin, Austin, TX, USA.",The University of Texas at Austin,"200 E Dean Keeton St, Austin, TX 78712, USA",James M. Wagner
10.1007/978-1-0716-1414-3_1,Palmer CM,Claire M.,Palmer,Yarrowia,33847979,"Institute for Cellular and Molecular Biology, The University of Texas at Austin, Austin, TX, USA.",The University of Texas at Austin,"2500 Speedway, Austin, TX 78712, USA",Claire M. Palmer
10.1007/978-1-0716-1414-3_1,Venkataraman MV,Maya V.,Venkataraman,Yarrowia,33847979,"McKetta Department of Chemical Engineering, The University of Texas at Austin, Austin, TX, USA.",The University of Texas at Austin,"200 E Dean Keeton St, Austin, TX 78712, USA",Maya V. Venkataraman
10.1007/978-1-0716-1414-3_1,Lauffer LH,Lars H.,Lauffer,Yarrowia,33847979,"McKetta Department of Chemical Engineering, The University of Texas at Austin, Austin, TX, USA.",The University of Texas at Austin,"200 E Dean Keeton St, Austin, TX 78712, USA",Lars H. Lauffer
10.1007/978-1-0716-1414-3_1,Wiggers JM,Joshua M.,Wiggers,Yarrowia,33847979,"McKetta Department of Chemical Engineering, The University of Texas at Austin, Austin, TX, USA.",The University of Texas at Austin,"200 E Dean Keeton St, Austin, TX 78712, USA",Joshua M. Wiggers
10.1007/978-1-0716-1414-3_1,Williams EV,Eden V.,Williams,Yarrowia,33847979,"McKetta Department of Chemical Engineering, The University of Texas at Austin, Austin, TX, USA.",The University of Texas at Austin,"200 E Dean Keeton St, Austin, TX 78712, USA",Eden V. Williams
10.1007/978-1-0716-1414-3_1,Yi X,Xiunan,Yi,Yarrowia,33847979,"Institute for Cellular and Molecular Biology, The University of Texas at Austin, Austin, TX, USA.",The University of Texas at Austin,"2500 Speedway, Austin, TX 78712, USA",Xiunan Yi
10.1007/978-1-0716-1414-3_1,Alper HS,Hal S.,Alper,Yarrowia,33847979,"Institute for Cellular and Molecular Biology, The University of Texas at Austin, Austin, TX, USA. halper@che.utexas.edu.",The University of Texas at Austin,"522 Congress Ave. STE 300, Austin, TX 78701, USA",Hal S. Alper
10.1007/978-1-0716-1414-3_12,Ryu S,Seunghyun,Ryu,Yarrowia,33847990,"Department of Chemical and Biomolecular Engineering, University of Tennessee, Knoxville, TN, USA.",University of Tennessee,"1512 Middle Dr, Knoxville, TN 37996, USA",Seunghyun Ryu
10.1007/978-1-0716-1414-3_12,Trinh CT,Cong T.,Trinh,Yarrowia,33847990,"Department of Chemical and Biomolecular Engineering, University of Tennessee, Knoxville, TN, USA. ctrinh@utk.edu.",University of Tennessee,"1512 Middle Dr, Knoxville, TN 37996, USA",Cong T. Trinh
10.1126/science.abd0919,Jain U,Umang,Jain,Debaryomyces,33707263,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",Umang Jain
10.1126/science.abd0919,Ver Heul AM,Aaron M.,Ver Heul,Debaryomyces,33707263,"Department of Medicine, Washington University School of Medicine, St. Louis, MO 63110, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",Aaron M. Ver Heul
10.1126/science.abd0919,Xiong S,Shanshan,Xiong,Debaryomyces,33707263,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",Shanshan Xiong
10.1126/science.abd0919,Gregory MH,Martin H.,Gregory,Debaryomyces,33707263,"Department of Medicine, Washington University School of Medicine, St. Louis, MO 63110, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",Martin H. Gregory
10.1126/science.abd0919,Demers EG,Elora G.,Demers,Debaryomyces,33707263,"Department of Microbiology and Immunology, Geisel School of Medicine at Dartmouth, Hanover, NH 03755, USA.",Geisel School of Medicine at Dartmouth,"1 Medical Center Drive HB7556, Lebanon, NH 03756, USA",Elora G. Demers
10.1126/science.abd0919,Kern JT,Justin T.,Kern,Debaryomyces,33707263,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",Justin T. Kern
10.1126/science.abd0919,Muegge BD,Brian D.,Muegge,Debaryomyces,33707263,"Department of Medicine, VA Medical Center, St. Louis, MO 63106, USA.",Unparsed,"915 N Grand Blvd, St. Louis, MO 63106, USA",Brian D. Muegge
10.1126/science.abd0919,Barisas DAG,Derek A. G.,Barisas,Debaryomyces,33707263,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",Derek A. G. Barisas
10.1126/science.abd0919,Leal-Ekman JS,J. Steven,Leal-Ekman,Debaryomyces,33707263,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",J. Steven Leal-Ekman
10.1126/science.abd0919,Deepak P,Parakkal,Deepak,Debaryomyces,33707263,"Department of Medicine, Washington University School of Medicine, St. Louis, MO 63110, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",Parakkal Deepak
10.1126/science.abd0919,Ciorba MA,Matthew A.,Ciorba,Debaryomyces,33707263,"Department of Medicine, Washington University School of Medicine, St. Louis, MO 63110, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",Matthew A. Ciorba
10.1126/science.abd0919,Hogan DA,Deborah A.,Hogan,Debaryomyces,33707263,"Department of Microbiology and Immunology, Geisel School of Medicine at Dartmouth, Hanover, NH 03755, USA.",Geisel School of Medicine at Dartmouth,"1 Medical Center Drive HB7556, Lebanon, NH 03756, USA",Deborah A. Hogan
10.1126/science.abd0919,Debbas P,Philip,Debbas,Debaryomyces,33707263,"F. Widjaja Inflammatory Bowel and Immunobiology Research Institute, Cedars-Sinai Medical Center, Los Angeles, CA 90048, USA.",F. Widjaja Inflammatory Bowel and Immunobiology Research Institute,"8720 Beverly., Blvd., Beverly Building, Lower Level, Los Angeles, CA 90048, USA",Philip Debbas
10.1126/science.abd0919,Braun J,Jonathan,Braun,Debaryomyces,33707263,"F. Widjaja Inflammatory Bowel and Immunobiology Research Institute, Cedars-Sinai Medical Center, Los Angeles, CA 90048, USA.",F. Widjaja Inflammatory Bowel and Immunobiology Research Institute,"8720 Beverly., Blvd., Beverly Building, Lower Level, Los Angeles, CA 90048, USA",Jonathan Braun
10.1126/science.abd0919,McGovern DPB,Dermot P. B.,McGovern,Debaryomyces,33707263,"Department of Biomedical Sciences, Cedars-Sinai Medical Center, Los Angeles, CA 90048, USA.",Unparsed,"8700 Beverly Blvd, Los Angeles, CA 90048, USA",Dermot P. B. McGovern
10.1126/science.abd0919,Underhill DM,David M.,Underhill,Debaryomyces,33707263,"Department of Biomedical Sciences, Cedars-Sinai Medical Center, Los Angeles, CA 90048, USA.",Unparsed,"8700 Beverly Blvd, Los Angeles, CA 90048, USA",David M. Underhill
10.1126/science.abd0919,Stappenbeck TS,Thaddeus S.,Stappenbeck,Debaryomyces,33707263,"Department of Inflammation and Immunity, Cleveland Clinic, Cleveland, OH 44195, USA.",Unparsed,"9500 Euclid Ave # C22, Cleveland, OH 44195, USA",Thaddeus S. Stappenbeck
10.3389/fphys.2021.699253,Hartmann P,Phillipp,Hartmann,Debaryomyces,34349667,"Department of Medicine, University of California, San Diego, La Jolla, CA, United States.",University of California,"UC San Diego 9500 Gilman Dr. La Jolla, CA 92093, USA",Phillipp Hartmann
10.3389/fphys.2021.699253,Lang S,Sonja,Lang,Debaryomyces,34349667,"Department of Medicine, University of California, San Diego, La Jolla, CA, United States.",University of California,"UC San Diego 9500 Gilman Dr. La Jolla, CA 92093, USA",Sonja Lang
10.3389/fphys.2021.699253,Zeng S,Suling,Zeng,Debaryomyces,34349667,"Department of Medicine, VA San Diego Healthcare System, San Diego, CA, United States.",Unparsed,"3350 La Jolla Village Dr, San Diego, CA 92161, USA",Suling Zeng
10.3389/fphys.2021.699253,Duan Y,Yi,Duan,Debaryomyces,34349667,"Department of Medicine, University of California, San Diego, La Jolla, CA, United States.",University of California,"UC San Diego 9500 Gilman Dr. La Jolla, CA 92093, USA",Yi Duan
10.3389/fphys.2021.699253,Zhang X,Xinlian,Zhang,Debaryomyces,34349667,"Division of Biostatistics and Bioinformatics, Department of Family Medicine and Public Health, University of California, San Diego, La Jolla, CA, United States.",University of California,"9464 Gilman Dr, La Jolla, CA 92093, USA",Xinlian Zhang
10.3389/fphys.2021.699253,Wang Y,Yanhan,Wang,Debaryomyces,34349667,"Department of Medicine, VA San Diego Healthcare System, San Diego, CA, United States.",Unparsed,"3350 La Jolla Village Dr, San Diego, CA 92161, USA",Yanhan Wang
10.3389/fphys.2021.699253,Fouts DE,Derrick E.,Fouts,Debaryomyces,34349667,"Department of Genomic Medicine, J. Craig Venter Institute, Rockville, MD, United States.",J. Craig Venter Institute,"9605 Medical Center Dr #150, Rockville, MD 20850, USA",Derrick E. Fouts
10.3389/fphys.2021.699253,Schnabl B,Bernd,Schnabl,Debaryomyces,34349667,"Department of Medicine, VA San Diego Healthcare System, San Diego, CA, United States.",Unparsed,"3350 La Jolla Village Dr, San Diego, CA 92161, USA",Bernd Schnabl
10.1038/s41586-022-04798-8,Nurse P,Paul,Nurse,Schizosaccharomyces,35676478,"Laboratory of Yeast Genetics and Cell Biology, Rockefeller University, New York, NY, USA.",Rockefeller University,"12 Waverly Pl, New York, NY 10003, USA",Paul Nurse
10.1242/jcs.259061,Smith GR,Gerald R.,Smith,Schizosaccharomyces,35028663,"Division of Basic Sciences, Fred Hutchinson Cancer Research Center, Seattle, WA 98109, USA.",Unparsed,"1100 Fairview Ave N, Seattle, WA 98109, USA",Gerald R. Smith
10.1083/jcb.202204039,King GA,Grant A.,King,Schizosaccharomyces,36515990,"Department of Molecular and Cell Biology, University of California, Berkeley, CA.",University of California,"Weill Hall, #3200, Berkeley, CA 94720, USA",Grant A. King
10.1083/jcb.202204039,Varberg JM,Joseph M.,Varberg,Schizosaccharomyces,36515990,"Stowers Institute for Medical Research, Kansas City, MO.",Stowers Institute for Medical Research,"1000 E 50th St, Kansas City, MO 64110, USA",Joseph M. Varberg
10.1083/jcb.202204039,Chetlapalli K,Keerthana,Chetlapalli,Schizosaccharomyces,36515990,"Department of Molecular and Cell Biology, University of California, Berkeley, CA.",University of California,"Weill Hall, #3200, Berkeley, CA 94720, USA",Keerthana Chetlapalli
10.1083/jcb.202204039,Walsh ME,Madison E.,Walsh,Schizosaccharomyces,36515990,"Department of Molecular and Cell Biology, University of California, Berkeley, CA.",University of California,"Weill Hall, #3200, Berkeley, CA 94720, USA",Madison E. Walsh
10.1083/jcb.202204039,Jaspersen SL,Sue L.,Jaspersen,Schizosaccharomyces,36515990,"Department of Molecular and Integrative Physiology, University of Kansas Medical Center, Kansas City, KS.",University of Kansas Medical Center,"Kansas City, KS 66103, USA",Sue L. Jaspersen
10.1083/jcb.202204039,Ünal E,Elçin,Ünal,Schizosaccharomyces,36515990,"Department of Molecular and Cell Biology, University of California, Berkeley, CA.",University of California,"Weill Hall, #3200, Berkeley, CA 94720, USA",Elçin Ünal
10.1007/s10886-019-01139-4,Bueno E,Eduardo,Bueno,Hanseniaspora,31879864,"Department of Entomology, Cornell University, Ithaca, NY, 14853, USA.",Cornell University,"Comstock Hall, 2126, 129 Garden Ave, Ithaca, NY 14850, USA",Eduardo Bueno
10.1007/s10886-019-01139-4,Martin KR,Kyle R.,Martin,Hanseniaspora,31879864,"School of Integrative Plant Science, Cornell University, Ithaca, NY, 14853, USA.",Cornell University,"Emerson Hall, 331, 236 Mann Dr, Ithaca, NY 14850, USA",Kyle R. Martin
10.1007/s10886-019-01139-4,Raguso RA,Robert A.,Raguso,Hanseniaspora,31879864,"Department of Neurobiology and Behavior, Cornell University, Ithaca, NY, 14853, USA.",Cornell University,"W361 Mudd Hall, 215 Tower Rd, Ithaca, NY 14853, USA",Robert A. Raguso
10.1007/s10886-019-01139-4,Mcmullen JG,John G.,Mcmullen,Hanseniaspora,31879864,"Department of Entomology, Cornell University, Ithaca, NY, 14853, USA.",Cornell University,"Comstock Hall, 2126, 129 Garden Ave, Ithaca, NY 14850, USA",John G. Mcmullen
10.1007/s10886-019-01139-4,Hesler SP,Stephen P.,Hesler,Hanseniaspora,31879864,"Department of Entomology, Cornell University, Geneva, NY, 14456, USA.",Cornell University,"Comstock Hall, 2126, 129 Garden Ave, Ithaca, NY 14850",Stephen P. Hesler
10.1007/s10886-019-01139-4,Loeb GM,Greg M.,Loeb,Hanseniaspora,31879864,"Department of Entomology, Cornell University, Geneva, NY, 14456, USA.",Cornell University,"Comstock Hall, 2126, 129 Garden Ave, Ithaca, NY 14850",Greg M. Loeb
10.1007/s10886-019-01139-4,Douglas AE,Angela E.,Douglas,Hanseniaspora,31879864,"Department of Molecular Biology and Genetics, Cornell University, Ithaca, NY, 14853, USA. aes326@cornell.edu.",Cornell University,"Comstock Hall, 2126, 129 Garden Ave, Ithaca, NY 14850",Angela E. Douglas
10.1242/jeb.227843,McMullen JG,John G.,McMullen,Hanseniaspora,33051361,"Department of Entomology, Cornell University, Ithaca, NY 14853, USA.",Cornell University,"Comstock Hall, 2126, 129 Garden Ave, Ithaca, NY 14850, USA",John G. McMullen
10.1242/jeb.227843,Peters-Schulze G,Grace,Peters-Schulze,Hanseniaspora,33051361,"Department of Entomology, Cornell University, Ithaca, NY 14853, USA.",Cornell University,"Comstock Hall, 2126, 129 Garden Ave, Ithaca, NY 14850, USA",Grace Peters-Schulze
10.1242/jeb.227843,Cai J,Jingwei,Cai,Hanseniaspora,33051361,"Department of Veterinary and Biomedical Sciences, The Pennsylvania State University, University Park, PA 16802, USA.",The Pennsylvania State University,"107D Animal Veterinary and Biomedical Sciences Building, Shortlidge Rd, State College, PA 16803, USA",Jingwei Cai
10.1242/jeb.227843,Patterson AD,Andrew D.,Patterson,Hanseniaspora,33051361,"Department of Veterinary and Biomedical Sciences, The Pennsylvania State University, University Park, PA 16802, USA.",The Pennsylvania State University,"107D Animal Veterinary and Biomedical Sciences Building, Shortlidge Rd, State College, PA 16803, USA",Andrew D. Patterson
10.1242/jeb.227843,Douglas AE,Angela E.,Douglas,Hanseniaspora,33051361,"Department of Molecular Biology and Genetics, Cornell University, Ithaca, NY 14853, USA.",Cornell University,"107, Biotechnology Bldg, 526 Campus Rd, Ithaca, NY 14853, USA",Angela E. Douglas
10.1016/j.fm.2020.103460,Joseph L,Lucy,Joseph,Hanseniaspora,32336379,"Department of Viticulture and Enology, University of California, Davis, CA, United States.",University of California,"595 Hilgard Ln, Davis, CA 95616, USA",Lucy Joseph
10.1016/j.fm.2020.103460,Waterhouse AL,Andrew L.,Waterhouse,Hanseniaspora,32336379,"Department of Viticulture and Enology, University of California, Davis, CA, United States. Electronic address: alwaterhouse@ucdavis.edu.",University of California,"595 Hilgard Ln, Davis, CA 95616, USA",Andrew L. Waterhouse
10.1371/journal.pone.0211378,Hall ME,Megan E.,Hall,Hanseniaspora,30917111,"Section of Plant Pathology and Plant-Microbe Biology, School of Integrative Plant Science, Cornell University, NYS Agricultural Experiment Station, Geneva, New York, United States of America.",Cornell University,"236 Tower Rd, Ithaca, NY 14853, USA",Megan E. Hall
10.1371/journal.pone.0211378,Wilcox WF,Wayne F.,Wilcox,Hanseniaspora,30917111,"Section of Plant Pathology and Plant-Microbe Biology, School of Integrative Plant Science, Cornell University, NYS Agricultural Experiment Station, Geneva, New York, United States of America.",Cornell University,"236 Tower Rd, Ithaca, NY 14853, USA",Wayne F. Wilcox
10.1371/journal.pone.0211378,Osier MV,Michael V.,Osier,Hanseniaspora,30917111,"Thomas H. Gosnell School of Life Sciences, Rochester Institute of Technology, Rochester, New York, United States of America.",Rochester Institute of Technology,"1102 Gosnell Hall 84, Rochester, NY 14623, USA",Michael V. Osier
10.1371/journal.pone.0211378,Cadle-Davidson L,Lance,Cadle-Davidson,Hanseniaspora,30917111,"United States Department of Agriculture-Agricultural Research Service, Grape Genetics Research Unit, Geneva, New York, United States of America.",Unparsed,"21 Crabapple Dr, Geneva, NY 14456, USA",Lance Cadle-Davidson
10.1128/AEM.00304-20,Robinson K,Kelsy,Robinson,Trichosporon,32358003,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA.",Oklahoma State University,"OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA",Kelsy Robinson
10.1128/AEM.00304-20,Johnson TJ,Timothy J.,Johnson,Trichosporon,32358003,"Department of Veterinary and Biomedical Sciences, University of Minnesota, St. Paul, Minnesota, USA.",University of Minnesota,"1971 Commonwealth Ave, Falcon Heights, MN 55108, USA",Timothy J. Johnson
10.1128/AEM.00304-20,Chen B,Binlong,Chen,Trichosporon,32358003,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA.",Oklahoma State University,"OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA",Binlong Chen
10.1128/AEM.00304-20,Yang Q,Qing,Yang,Trichosporon,32358003,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA.",Oklahoma State University,"OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA",Qing Yang
10.1128/AEM.00304-20,Fansler N,Nicole,Fansler,Trichosporon,32358003,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA.",Oklahoma State University,"OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA",Nicole Fansler
10.1128/AEM.00304-20,Becker S,Sage,Becker,Trichosporon,32358003,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA.",Oklahoma State University,"OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA",Sage Becker
10.1128/AEM.00304-20,Liu J,Jing,Liu,Trichosporon,32358003,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA.",Oklahoma State University,"OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA",Jing Liu
10.1128/AEM.00304-20,Zhang G,Guolong,Zhang,Trichosporon,32358003,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA zguolon@okstate.edu.",Oklahoma State University,"OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA",Guolong Zhang
10.1093/ofid/ofab256,Turnbull IR,Isaiah R,Turnbull,Trichosporon,34189174,"Department of Surgery, Washington University School of Medicine, St. Louis, Missouri, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",Isaiah R Turnbull
10.1093/ofid/ofab256,Mazer MB,Monty B,Mazer,Trichosporon,34189174,"Department of Pediatrics, Washington University School of Medicine, St. Louis, Missouri, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",Monty B Mazer
10.1093/ofid/ofab256,Hoofnagle MH,Mark H,Hoofnagle,Trichosporon,34189174,"Department of Surgery, Washington University School of Medicine, St. Louis, Missouri, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",Mark H Hoofnagle
10.1093/ofid/ofab256,Kirby JP,John P,Kirby,Trichosporon,34189174,"Department of Surgery, Washington University School of Medicine, St. Louis, Missouri, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",John P Kirby
10.1093/ofid/ofab256,Leonard JM,Jennifer M,Leonard,Trichosporon,34189174,"Department of Surgery, Washington University School of Medicine, St. Louis, Missouri, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",Jennifer M Leonard
10.1093/ofid/ofab256,Mejia-Chew C,Carlos,Mejia-Chew,Trichosporon,34189174,"Department of Medicine, Washington University School of Medicine, St. Louis, Missouri, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",Carlos Mejia-Chew
10.1093/ofid/ofab256,Spec A,Andrej,Spec,Trichosporon,34189174,"Department of Medicine, Washington University School of Medicine, St. Louis, Missouri, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",Andrej Spec
10.1093/ofid/ofab256,Blood J,Jane,Blood,Trichosporon,34189174,"Department of Anesthesiology, Washington University School of Medicine, St. Louis, Missouri, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",Jane Blood
10.1093/ofid/ofab256,Miles SM,Sydney M,Miles,Trichosporon,34189174,"Department of Anesthesiology, Washington University School of Medicine, St. Louis, Missouri, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",Sydney M Miles
10.1093/ofid/ofab256,Ransom EM,Eric M,Ransom,Trichosporon,34189174,"Department of Pathology & Immunology, Washington University School of Medicine, St. Louis, Missouri, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",Eric M Ransom
10.1093/ofid/ofab256,Potter RF,Robert F,Potter,Trichosporon,34189174,"Department of Pathology & Immunology, Washington University School of Medicine, St. Louis, Missouri, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",Robert F Potter
10.1093/ofid/ofab256,Gaut JP,Joseph P,Gaut,Trichosporon,34189174,"Department of Pathology & Immunology, Washington University School of Medicine, St. Louis, Missouri, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",Joseph P Gaut
10.1093/ofid/ofab256,Remy KE,Kenneth E,Remy,Trichosporon,34189174,"Department of Medicine, Washington University School of Medicine, St. Louis, Missouri, USA.",Washington University School of Medicine,"660 S Euclid Ave, MSC 8066-22-6602, St. Louis, MO 63110, USA",Kenneth E Remy
