keyword,pubmedId,articleTitle,author_name,affiliation,institute,address
Candida,34262174,Adaptive immunity induces mutualism between commensal eukaryotes,Singh S,"The Lundquist Institute of Biomedical Innovation, Harbor-UCLA Medical Center, Torrance, CA, USA.",The Lundquist Institute of Biomedical Innovation,"1124 W Carson St, Torrance, CA 90502, USA"
Candida,34262174,Adaptive immunity induces mutualism between commensal eukaryotes,Call DH,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT, USA.",Brigham Young University,"C100 Ezra Taft Benson Building (BNSN, Brigham Young University, Provo, UT 84604, USA"
Candida,34262174,Adaptive immunity induces mutualism between commensal eukaryotes,Hwang-Wong E,"Department of Molecular Biology and Genetics, Johns Hopkins University School of Medicine, Baltimore, MD, USA.",Johns Hopkins University School of Medicine,"725 N Wolfe St, Baltimore, MD 21205, USA"
Candida,34262174,Adaptive immunity induces mutualism between commensal eukaryotes,Hanson KE,"Department of Pathology, Division of Clinical Microbiology, University of Utah, Salt Lake City, UT, USA.",University of Utah,"15 N. Medical Drive East, Suite 1100, Salt Lake City, UT 84112, USA"
Candida,34262174,Adaptive immunity induces mutualism between commensal eukaryotes,Valentine JF,"Department of Internal Medicine, Division of Gastroenterology, University of Utah School of Medicine, Salt Lake City, UT, USA.",University of Utah School of Medicine,"30 N 1900 E, Salt Lake City, UT 84132, USA"
Candida,34262174,Adaptive immunity induces mutualism between commensal eukaryotes,Christensen KA,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT, USA.",Brigham Young University,"C100 Ezra Taft Benson Building (BNSN, Brigham Young University, Provo, UT 84604, USA"
Candida,34262174,Adaptive immunity induces mutualism between commensal eukaryotes,O'Connell RM,"Huntsman Cancer Institute, University of Utah, Salt Lake City, UT, USA.",University of Utah,"2000 Cir of Hope Dr, Salt Lake City, UT 84112, USA"
Candida,34262174,Adaptive immunity induces mutualism between commensal eukaryotes,Cormack B,"Department of Molecular Biology and Genetics, Johns Hopkins University School of Medicine, Baltimore, MD, USA.",Johns Hopkins University School of Medicine,"725 N Wolfe St, Baltimore, MD 21205, USA"
Candida,34262174,Adaptive immunity induces mutualism between commensal eukaryotes,Ibrahim AS,"David Geffen School of Medicine at UCLA, Los Angeles, CA, USA.",David Geffen School of Medicine at UCLA,"10833 Le Conte Ave, Los Angeles, CA 90095, USA"
Candida,34262174,Adaptive immunity induces mutualism between commensal eukaryotes,Palm NW,"Department of Immunobiology, Yale University School of Medicine, New Haven, CT, USA.",Yale University School of Medicine,"300 Cedar St, New Haven, CT 06520, USA"
Candida,34262174,Adaptive immunity induces mutualism between commensal eukaryotes,Noble SM,"Department of Microbiology and Immunology, UCSF School of Medicine, San Francisco, CA, USA.",UCSF School of Medicine,"400 Parnassus Ave Second Floor, San Francisco, CA 94143, USA"
Candida,34262174,Adaptive immunity induces mutualism between commensal eukaryotes,Round JL,"Huntsman Cancer Institute, University of Utah, Salt Lake City, UT, USA. june.round@path.utah.edu.",University of Utah,"2000 Cir of Hope Dr, Salt Lake City, UT 84112, USA"
Pichia,35781202,Competent Cell Preparation and Transformation of Pichia pastoris,Lin-Cereghino J,"Department of Biological Sciences, University of the Pacific, Stockton, CA, USA.",University of the Pacific,"Stockton, CA 95204, USA"
Pichia,35781202,Competent Cell Preparation and Transformation of Pichia pastoris,Naranjo CA,"Department of Biological Sciences, University of the Pacific, Stockton, CA, USA.",University of the Pacific,"Stockton, CA 95204, USA"
Pichia,35781202,Competent Cell Preparation and Transformation of Pichia pastoris,Lin-Cereghino GP,"Department of Biological Sciences, University of the Pacific, Stockton, CA, USA. glincere@pacific.edu.",University of the Pacific,"Stockton, CA 95204, USA"
Pichia,33527350,Modeling of copy number variability in Pichia pastoris,Lu AE,"Department of Chemical Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts, USA.",Massachusetts Institute of Technology,"25 Ames St, Cambridge, MA 02139, USA"
Pichia,33527350,Modeling of copy number variability in Pichia pastoris,Maloney AJ,"Department of Chemical Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts, USA.",Massachusetts Institute of Technology,"25 Ames St, Cambridge, MA 02139, USA"
Pichia,33527350,Modeling of copy number variability in Pichia pastoris,Dalvie NC,"Koch Institute for Integrative Cancer Research, Massachusetts Institute of Technology, Cambridge, Massachusetts, USA.",Koch Institute for Integrative Cancer Research,"500 Main St building 76, Cambridge, MA 02139, USA"
Pichia,33527350,Modeling of copy number variability in Pichia pastoris,Brady JR,"Koch Institute for Integrative Cancer Research, Massachusetts Institute of Technology, Cambridge, Massachusetts, USA.",Koch Institute for Integrative Cancer Research,"500 Main St building 76, Cambridge, MA 02139, USA"
Pichia,33527350,Modeling of copy number variability in Pichia pastoris,Love KR,"Koch Institute for Integrative Cancer Research, Massachusetts Institute of Technology, Cambridge, Massachusetts, USA.",Koch Institute for Integrative Cancer Research,"500 Main St building 76, Cambridge, MA 02139, USA"
Pichia,33527350,Modeling of copy number variability in Pichia pastoris,Love JC,"Koch Institute for Integrative Cancer Research, Massachusetts Institute of Technology, Cambridge, Massachusetts, USA.",Koch Institute for Integrative Cancer Research,"500 Main St building 76, Cambridge, MA 02139, USA"
Pichia,33527350,Modeling of copy number variability in Pichia pastoris,Braatz RD,"Department of Chemical Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts, USA.",Massachusetts Institute of Technology,"25 Ames St, Cambridge, MA 02139, USA"
Pichia,37747226,Genome sequencing of 15 acid-tolerant yeasts,Wang Q,"bp Bioscience Center, San Diego, California, USA.",Unparsed,"10628 Science Center Dr, San Diego, CA 92121, USA"
Pichia,31993527,Microbial synergy between ,Ouattara HG,"Department of Food Science, College of Agricultural Sciences, The Pennsylvania State University, United States.",The Pennsylvania State University,"Rodney A. Erickson Food Science Building, State College, PA 16803, USA"
Pichia,31993527,Microbial synergy between ,Elias RJ,"Department of Food Science, College of Agricultural Sciences, The Pennsylvania State University, United States.",The Pennsylvania State University,"Rodney A. Erickson Food Science Building, State College, PA 16803, USA"
Pichia,31993527,Microbial synergy between ,Dudley EG,"Department of Food Science, College of Agricultural Sciences, The Pennsylvania State University, United States.",The Pennsylvania State University,"Rodney A. Erickson Food Science Building, State College, PA 16803, USA"
Pichia,36908634,Optimized Expression and Isolation of Recombinant Active Secreted Proteases Using ,Lanser DM,"Department of Pharmacology, School of Medicine, University of California, Davis, CA, USA 95616.",University of California,"451 Health Sciences Dr., Davis, CA 95616, USA"
Pichia,36908634,Optimized Expression and Isolation of Recombinant Active Secreted Proteases Using ,Gelli A,"Department of Pharmacology, School of Medicine, University of California, Davis, CA, USA 95616.",University of California,"451 Health Sciences Dr., Davis, CA 95616, USA"
Kluyveromyces,34274018,Cellulosic biofuel production using emulsified simultaneous saccharification and fermentation (eSSF) with conventional and thermotolerant yeasts,Hoffman SM,"Department of Chemical and Biological Engineering, Hoyt Laboratory, Princeton University, 101 Hoyt Laboratory, William Street, Princeton, NJ, 08544, USA.",Princeton University,"400 Forrestal Rd, Princeton, NJ 08540, USA"
Kluyveromyces,34274018,Cellulosic biofuel production using emulsified simultaneous saccharification and fermentation (eSSF) with conventional and thermotolerant yeasts,Garcia-Echauri S,"Department of Chemical and Biological Engineering, Hoyt Laboratory, Princeton University, 101 Hoyt Laboratory, William Street, Princeton, NJ, 08544, USA.",Princeton University,"400 Forrestal Rd, Princeton, NJ 08540, USA"
Kluyveromyces,34274018,Cellulosic biofuel production using emulsified simultaneous saccharification and fermentation (eSSF) with conventional and thermotolerant yeasts,Avalos JL,"Princeton Environmental Institute, Princeton University, Princeton, NJ, 08544, USA. javalos@princeton.edu.",Princeton University,"Guyot Hall, Princeton, NJ 08544, USA"
Yarrowia,35786380,Engineering heterologous enzyme secretion in Yarrowia lipolytica,Wang W,"Department of Chemical and Biomolecular Engineering, Clemson University, Clemson, USA.",Clemson University,"Hunter Chemistry Laboratory, Clemson, SC 29634, USA"
Yarrowia,35786380,Engineering heterologous enzyme secretion in Yarrowia lipolytica,Blenner MA,"Department of Chemical and Biomolecular Engineering, University of Delaware, Newark, USA. blenner@udel.edu.",University of Delaware,"Newark, DE 19716, USA"
Yarrowia,38029016,Engineering ,Agrawal A,"Department of Chemical and Biomolecular Engineering, 590 Avenue 1743, University of Delaware, Newark, DE, 19713, USA.",University of Delaware,"Newark, DE 19716, USA"
Yarrowia,38029016,Engineering ,Yang Z,"Department of Chemical and Biomolecular Engineering, Clemson University, 206 S. Palmetto Blvd., Clemson, SC, 29634, USA.",Clemson University,"Fernow St, Clemson, SC 29634, USA"
Yarrowia,38029016,Engineering ,Blenner M,"Department of Chemical and Biomolecular Engineering, Clemson University, 206 S. Palmetto Blvd., Clemson, SC, 29634, USA.",Clemson University,"Fernow St, Clemson, SC 29634, USA"
Yarrowia,33847979,Genome Engineering of Yarrowia lipolytica with the PiggyBac Transposon System,Wagner JM,"McKetta Department of Chemical Engineering, The University of Texas at Austin, Austin, TX, USA.",The University of Texas at Austin,"200 E Dean Keeton St, Austin, TX 78712, USA"
Yarrowia,33847979,Genome Engineering of Yarrowia lipolytica with the PiggyBac Transposon System,Palmer CM,"Institute for Cellular and Molecular Biology, The University of Texas at Austin, Austin, TX, USA.",The University of Texas at Austin,"2500 Speedway, Austin, TX 78712, USA"
Yarrowia,33847979,Genome Engineering of Yarrowia lipolytica with the PiggyBac Transposon System,Venkataraman MV,"McKetta Department of Chemical Engineering, The University of Texas at Austin, Austin, TX, USA.",The University of Texas at Austin,"200 E Dean Keeton St, Austin, TX 78712, USA"
Yarrowia,33847979,Genome Engineering of Yarrowia lipolytica with the PiggyBac Transposon System,Lauffer LH,"McKetta Department of Chemical Engineering, The University of Texas at Austin, Austin, TX, USA.",The University of Texas at Austin,"200 E Dean Keeton St, Austin, TX 78712, USA"
Yarrowia,33847979,Genome Engineering of Yarrowia lipolytica with the PiggyBac Transposon System,Wiggers JM,"McKetta Department of Chemical Engineering, The University of Texas at Austin, Austin, TX, USA.",The University of Texas at Austin,"200 E Dean Keeton St, Austin, TX 78712, USA"
Yarrowia,33847979,Genome Engineering of Yarrowia lipolytica with the PiggyBac Transposon System,Williams EV,"McKetta Department of Chemical Engineering, The University of Texas at Austin, Austin, TX, USA.",The University of Texas at Austin,"200 E Dean Keeton St, Austin, TX 78712, USA"
Yarrowia,33847979,Genome Engineering of Yarrowia lipolytica with the PiggyBac Transposon System,Yi X,"Institute for Cellular and Molecular Biology, The University of Texas at Austin, Austin, TX, USA.",The University of Texas at Austin,"2500 Speedway, Austin, TX 78712, USA"
Yarrowia,33847979,Genome Engineering of Yarrowia lipolytica with the PiggyBac Transposon System,Alper HS,"Institute for Cellular and Molecular Biology, The University of Texas at Austin, Austin, TX, USA. halper@che.utexas.edu.",The University of Texas at Austin,"522 Congress Ave. STE 300, Austin, TX 78701, USA"
Yarrowia,33847990,Methods to Activate and Elucidate Complex Endogenous Sugar Metabolism in Yarrowia lipolytica,Ryu S,"Department of Chemical and Biomolecular Engineering, University of Tennessee, Knoxville, TN, USA.",University of Tennessee,"1512 Middle Dr, Knoxville, TN 37996, USA"
Yarrowia,33847990,Methods to Activate and Elucidate Complex Endogenous Sugar Metabolism in Yarrowia lipolytica,Trinh CT,"Department of Chemical and Biomolecular Engineering, University of Tennessee, Knoxville, TN, USA. ctrinh@utk.edu.",University of Tennessee,"1512 Middle Dr, Knoxville, TN 37996, USA"
Debaryomyces,33707263,Unknown,Jain U,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.",Washington University School of Medicine,"660 S Euclid Ave, St. Louis, MO 63110, USA"
Debaryomyces,33707263,Unknown,Ver Heul AM,"Department of Medicine, Washington University School of Medicine, St. Louis, MO 63110, USA.",Washington University School of Medicine,"St. Louis, MO 63110, USA"
Debaryomyces,33707263,Unknown,Xiong S,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.",Washington University School of Medicine,"660 S Euclid Ave, St. Louis, MO 63110, USA"
Debaryomyces,33707263,Unknown,Gregory MH,"Department of Medicine, Washington University School of Medicine, St. Louis, MO 63110, USA.",Washington University School of Medicine,"St. Louis, MO 63110, USA"
Debaryomyces,33707263,Unknown,Demers EG,"Department of Microbiology and Immunology, Geisel School of Medicine at Dartmouth, Hanover, NH 03755, USA.",Geisel School of Medicine at Dartmouth,"Hitchcock Loop Rd, Lebanon, NH 03766, USA"
Debaryomyces,33707263,Unknown,Kern JT,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.",Washington University School of Medicine,"660 S Euclid Ave, St. Louis, MO 63110, USA"
Debaryomyces,33707263,Unknown,Lai CW,"Department of Inflammation and Oncology, Amgen Research, Amgen Inc., South San Francisco, CA 94080, USA.",Unparsed,"1120 Veterans Blvd, South San Francisco, CA 94080, USA"
Debaryomyces,33707263,Unknown,Muegge BD,"Department of Medicine, VA Medical Center, St. Louis, MO 63106, USA.",Unparsed,"915 N Grand Blvd, St. Louis, MO 63106, USA"
Debaryomyces,33707263,Unknown,Barisas DAG,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.",Washington University School of Medicine,"660 S Euclid Ave, St. Louis, MO 63110, USA"
Debaryomyces,33707263,Unknown,Leal-Ekman JS,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.",Washington University School of Medicine,"660 S Euclid Ave, St. Louis, MO 63110, USA"
Debaryomyces,33707263,Unknown,Deepak P,"Department of Medicine, Washington University School of Medicine, St. Louis, MO 63110, USA.",Washington University School of Medicine,"St. Louis, MO 63110, USA"
Debaryomyces,33707263,Unknown,Ciorba MA,"Department of Medicine, Washington University School of Medicine, St. Louis, MO 63110, USA.",Washington University School of Medicine,"St. Louis, MO 63110, USA"
Debaryomyces,33707263,Unknown,Liu TC,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.",Washington University School of Medicine,"660 S Euclid Ave, St. Louis, MO 63110, USA"
Debaryomyces,33707263,Unknown,Hogan DA,"Department of Microbiology and Immunology, Geisel School of Medicine at Dartmouth, Hanover, NH 03755, USA.",Geisel School of Medicine at Dartmouth,"Hitchcock Loop Rd, Lebanon, NH 03766, USA"
Debaryomyces,33707263,Unknown,Debbas P,"F. Widjaja Inflammatory Bowel and Immunobiology Research Institute, Cedars-Sinai Medical Center, Los Angeles, CA 90048, USA.",F. Widjaja Inflammatory Bowel and Immunobiology Research Institute,"8720 Beverly., Blvd., Beverly Building, Lower Level, Los Angeles, CA 90048, USA"
Debaryomyces,33707263,Unknown,Braun J,"F. Widjaja Inflammatory Bowel and Immunobiology Research Institute, Cedars-Sinai Medical Center, Los Angeles, CA 90048, USA.",F. Widjaja Inflammatory Bowel and Immunobiology Research Institute,"8720 Beverly., Blvd., Beverly Building, Lower Level, Los Angeles, CA 90048, USA"
Debaryomyces,33707263,Unknown,McGovern DPB,"Department of Biomedical Sciences, Cedars-Sinai Medical Center, Los Angeles, CA 90048, USA.",Unparsed,"8700 Beverly Blvd, Los Angeles, CA 90048, USA"
Debaryomyces,33707263,Unknown,Underhill DM,"Department of Biomedical Sciences, Cedars-Sinai Medical Center, Los Angeles, CA 90048, USA.",Unparsed,"8700 Beverly Blvd, Los Angeles, CA 90048, USA"
Debaryomyces,33707263,Unknown,Stappenbeck TS,"Department of Inflammation and Immunity, Cleveland Clinic, Cleveland, OH 44195, USA.",Unparsed,"9500 Euclid Ave # C22, Cleveland, OH 44195, USA"
Debaryomyces,34349667,Dynamic Changes of the Fungal Microbiome in Alcohol Use Disorder,Hartmann P,"Department of Medicine, University of California, San Diego, La Jolla, CA, United States.",University of California,"San Diego, CA 92161, USA"
Debaryomyces,34349667,Dynamic Changes of the Fungal Microbiome in Alcohol Use Disorder,Lang S,"Department of Medicine, University of California, San Diego, La Jolla, CA, United States.",University of California,"San Diego, CA 92161, USA"
Debaryomyces,34349667,Dynamic Changes of the Fungal Microbiome in Alcohol Use Disorder,Zeng S,"Department of Medicine, VA San Diego Healthcare System, San Diego, CA, United States.",Unparsed,"3350 La Jolla Village Dr, San Diego, CA 92161, USA"
Debaryomyces,34349667,Dynamic Changes of the Fungal Microbiome in Alcohol Use Disorder,Duan Y,"Department of Medicine, University of California, San Diego, La Jolla, CA, United States.",University of California,"San Diego, CA 92161, USA"
Debaryomyces,34349667,Dynamic Changes of the Fungal Microbiome in Alcohol Use Disorder,Zhang X,"Division of Biostatistics and Bioinformatics, Department of Family Medicine and Public Health, University of California, San Diego, La Jolla, CA, United States.",University of California,"9464 Gilman Dr, La Jolla, CA 92093, USA"
Debaryomyces,34349667,Dynamic Changes of the Fungal Microbiome in Alcohol Use Disorder,Wang Y,"Department of Medicine, VA San Diego Healthcare System, San Diego, CA, United States.",Unparsed,"3350 La Jolla Village Dr, San Diego, CA 92161, USA"
Debaryomyces,34349667,Dynamic Changes of the Fungal Microbiome in Alcohol Use Disorder,Fouts DE,"Department of Genomic Medicine, J. Craig Venter Institute, Rockville, MD, United States.",J. Craig Venter Institute,"9605 Medical Center Dr #150, Rockville, MD 20850, USA"
Debaryomyces,34349667,Dynamic Changes of the Fungal Microbiome in Alcohol Use Disorder,Schnabl B,"Department of Medicine, VA San Diego Healthcare System, San Diego, CA, United States.",Unparsed,"3350 La Jolla Village Dr, San Diego, CA 92161, USA"
Schizosaccharomyces,35676478,Core control principles of the eukaryotic cell cycle,Nurse P,"Laboratory of Yeast Genetics and Cell Biology, Rockefeller University, New York, NY, USA.",Rockefeller University,"12 Waverly Pl, New York, NY 10003, USA"
Schizosaccharomyces,35028663,Dynamic configurations of meiotic DNA-break hotspot determinant proteins,Chuang YC,"Division of Basic Sciences, Fred Hutchinson Cancer Research Center, Seattle, WA 98109, USA.",Unparsed,"1100 Fairview Ave N, Seattle, WA 98109, USA"
Schizosaccharomyces,35028663,Dynamic configurations of meiotic DNA-break hotspot determinant proteins,Smith GR,"Division of Basic Sciences, Fred Hutchinson Cancer Research Center, Seattle, WA 98109, USA.",Unparsed,"1100 Fairview Ave N, Seattle, WA 98109, USA"
Schizosaccharomyces,36515990,Meiotic nuclear pore complex remodeling provides key insights into nuclear basket organization,King GA,"Department of Molecular and Cell Biology, University of California, Berkeley, CA.",University of California,"Weill Hall, #3200, Berkeley, CA 94720, USA"
Schizosaccharomyces,36515990,Meiotic nuclear pore complex remodeling provides key insights into nuclear basket organization,Varberg JM,"Stowers Institute for Medical Research, Kansas City, MO.",Stowers Institute for Medical Research,"1000 E 50th St, Kansas City, MO 64110, USA"
Schizosaccharomyces,36515990,Meiotic nuclear pore complex remodeling provides key insights into nuclear basket organization,Chetlapalli K,"Department of Molecular and Cell Biology, University of California, Berkeley, CA.",University of California,"Weill Hall, #3200, Berkeley, CA 94720, USA"
Schizosaccharomyces,36515990,Meiotic nuclear pore complex remodeling provides key insights into nuclear basket organization,Walsh ME,"Department of Molecular and Cell Biology, University of California, Berkeley, CA.",University of California,"Weill Hall, #3200, Berkeley, CA 94720, USA"
Schizosaccharomyces,36515990,Meiotic nuclear pore complex remodeling provides key insights into nuclear basket organization,Jaspersen SL,"Department of Molecular and Integrative Physiology, University of Kansas Medical Center, Kansas City, KS.",University of Kansas Medical Center,"Kansas City, KS 66103, USA"
Schizosaccharomyces,36515990,Meiotic nuclear pore complex remodeling provides key insights into nuclear basket organization,Ünal E,"Department of Molecular and Cell Biology, University of California, Berkeley, CA.",University of California,"Weill Hall, #3200, Berkeley, CA 94720, USA"
Hanseniaspora,31879864,Response of Wild Spotted Wing Drosophila (Drosophila suzukii) to Microbial Volatiles,Bueno E,"Department of Entomology, Cornell University, Ithaca, NY, 14853, USA.",Cornell University,"Comstock Hall, 2126, 129 Garden Ave, Ithaca, NY 14850, USA"
Hanseniaspora,31879864,Response of Wild Spotted Wing Drosophila (Drosophila suzukii) to Microbial Volatiles,Martin KR,"School of Integrative Plant Science, Cornell University, Ithaca, NY, 14853, USA.",Cornell University,"Emerson Hall, 331, 236 Mann Dr, Ithaca, NY 14850, USA"
Hanseniaspora,31879864,Response of Wild Spotted Wing Drosophila (Drosophila suzukii) to Microbial Volatiles,Raguso RA,"Department of Neurobiology and Behavior, Cornell University, Ithaca, NY, 14853, USA.",Cornell University,"W361 Mudd Hall, 215 Tower Rd, Ithaca, NY 14853, USA"
Hanseniaspora,31879864,Response of Wild Spotted Wing Drosophila (Drosophila suzukii) to Microbial Volatiles,Mcmullen JG,"Department of Entomology, Cornell University, Ithaca, NY, 14853, USA.",Cornell University,"Comstock Hall, 2126, 129 Garden Ave, Ithaca, NY 14850, USA"
Hanseniaspora,31879864,Response of Wild Spotted Wing Drosophila (Drosophila suzukii) to Microbial Volatiles,Hesler SP,"Department of Entomology, Cornell University, Geneva, NY, 14456, USA.",Cornell University,"Ithaca, NY 14850, USA"
Hanseniaspora,31879864,Response of Wild Spotted Wing Drosophila (Drosophila suzukii) to Microbial Volatiles,Loeb GM,"Department of Entomology, Cornell University, Geneva, NY, 14456, USA.",Cornell University,"Ithaca, NY 14850, USA"
Hanseniaspora,31879864,Response of Wild Spotted Wing Drosophila (Drosophila suzukii) to Microbial Volatiles,Douglas AE,"Department of Molecular Biology and Genetics, Cornell University, Ithaca, NY, 14853, USA. aes326@cornell.edu.",Cornell University,"Ithaca, NY 14850, USA"
Hanseniaspora,33051361,How gut microbiome interactions affect nutritional traits of ,McMullen JG,"Department of Entomology, Cornell University, Ithaca, NY 14853, USA.",Cornell University,"Comstock Hall, 2126, 129 Garden Ave, Ithaca, NY 14850, USA"
Hanseniaspora,33051361,How gut microbiome interactions affect nutritional traits of ,Peters-Schulze G,"Department of Entomology, Cornell University, Ithaca, NY 14853, USA.",Cornell University,"Comstock Hall, 2126, 129 Garden Ave, Ithaca, NY 14850, USA"
Hanseniaspora,33051361,How gut microbiome interactions affect nutritional traits of ,Cai J,"Department of Veterinary and Biomedical Sciences, The Pennsylvania State University, University Park, PA 16802, USA.",The Pennsylvania State University,"107D Animal Veterinary and Biomedical Sciences Building, Shortlidge Rd, State College, PA 16803, USA"
Hanseniaspora,33051361,How gut microbiome interactions affect nutritional traits of ,Patterson AD,"Department of Veterinary and Biomedical Sciences, The Pennsylvania State University, University Park, PA 16802, USA.",The Pennsylvania State University,"107D Animal Veterinary and Biomedical Sciences Building, Shortlidge Rd, State College, PA 16803, USA"
Hanseniaspora,33051361,How gut microbiome interactions affect nutritional traits of ,Douglas AE,"Department of Molecular Biology and Genetics, Cornell University, Ithaca, NY 14853, USA.",Cornell University,"107, Biotechnology Bldg, 526 Campus Rd, Ithaca, NY 14853, USA"
Hanseniaspora,32336379,Effects of initial oxygenation on chemical and aromatic composition of wine in mixed starters of Hanseniaspora vineae and Saccharomyces cerevisiae,Joseph L,"Department of Viticulture and Enology, University of California, Davis, CA, United States.",University of California,"595 Hilgard Ln, Davis, CA 95616, USA"
Hanseniaspora,32336379,Effects of initial oxygenation on chemical and aromatic composition of wine in mixed starters of Hanseniaspora vineae and Saccharomyces cerevisiae,Waterhouse AL,"Department of Viticulture and Enology, University of California, Davis, CA, United States. Electronic address: alwaterhouse@ucdavis.edu.",University of California,"595 Hilgard Ln, Davis, CA 95616, USA"
Hanseniaspora,30917111,"The epiphytic microbiota of sour rot-affected grapes differs minimally from that of healthy grapes, indicating causal organisms are already present on healthy berries",Hall ME,"Section of Plant Pathology and Plant-Microbe Biology, School of Integrative Plant Science, Cornell University, NYS Agricultural Experiment Station, Geneva, New York, United States of America.",Cornell University,"236 Tower Rd, Ithaca, NY 14853, USA"
Hanseniaspora,30917111,"The epiphytic microbiota of sour rot-affected grapes differs minimally from that of healthy grapes, indicating causal organisms are already present on healthy berries",O'Bryon I,"Thomas H. Gosnell School of Life Sciences, Rochester Institute of Technology, Rochester, New York, United States of America.",Rochester Institute of Technology,"1102 Gosnell Hall 84, Rochester, NY 14623, USA"
Hanseniaspora,30917111,"The epiphytic microbiota of sour rot-affected grapes differs minimally from that of healthy grapes, indicating causal organisms are already present on healthy berries",Wilcox WF,"Section of Plant Pathology and Plant-Microbe Biology, School of Integrative Plant Science, Cornell University, NYS Agricultural Experiment Station, Geneva, New York, United States of America.",Cornell University,"236 Tower Rd, Ithaca, NY 14853, USA"
Hanseniaspora,30917111,"The epiphytic microbiota of sour rot-affected grapes differs minimally from that of healthy grapes, indicating causal organisms are already present on healthy berries",Osier MV,"Thomas H. Gosnell School of Life Sciences, Rochester Institute of Technology, Rochester, New York, United States of America.",Rochester Institute of Technology,"1102 Gosnell Hall 84, Rochester, NY 14623, USA"
Hanseniaspora,30917111,"The epiphytic microbiota of sour rot-affected grapes differs minimally from that of healthy grapes, indicating causal organisms are already present on healthy berries",Cadle-Davidson L,"United States Department of Agriculture-Agricultural Research Service, Grape Genetics Research Unit, Geneva, New York, United States of America.",Unparsed,"21 Crabapple Dr, Geneva, NY 14456, USA"
Trichosporon,32358003,Chicken Intestinal Mycobiome: Initial Characterization and Its Response to Bacitracin Methylene Disalicylate,Robinson K,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA.",Oklahoma State University,"OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA"
Trichosporon,32358003,Chicken Intestinal Mycobiome: Initial Characterization and Its Response to Bacitracin Methylene Disalicylate,Johnson TJ,"Department of Veterinary and Biomedical Sciences, University of Minnesota, St. Paul, Minnesota, USA.",University of Minnesota,"1971 Commonwealth Ave, Falcon Heights, MN 55108, USA"
Trichosporon,32358003,Chicken Intestinal Mycobiome: Initial Characterization and Its Response to Bacitracin Methylene Disalicylate,Chen B,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA.",Oklahoma State University,"OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA"
Trichosporon,32358003,Chicken Intestinal Mycobiome: Initial Characterization and Its Response to Bacitracin Methylene Disalicylate,Yang Q,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA.",Oklahoma State University,"OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA"
Trichosporon,32358003,Chicken Intestinal Mycobiome: Initial Characterization and Its Response to Bacitracin Methylene Disalicylate,Fansler N,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA.",Oklahoma State University,"OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA"
Trichosporon,32358003,Chicken Intestinal Mycobiome: Initial Characterization and Its Response to Bacitracin Methylene Disalicylate,Becker S,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA.",Oklahoma State University,"OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA"
Trichosporon,32358003,Chicken Intestinal Mycobiome: Initial Characterization and Its Response to Bacitracin Methylene Disalicylate,Liu J,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA.",Oklahoma State University,"OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA"
Trichosporon,32358003,Chicken Intestinal Mycobiome: Initial Characterization and Its Response to Bacitracin Methylene Disalicylate,Zhang G,"Department of Animal and Food Sciences, Oklahoma State University, Stillwater, Oklahoma, USA zguolon@okstate.edu.",Oklahoma State University,"OSU Cross Country Course, 310 N Monroe St #74078, Stillwater, OK 74075, USA"
Trichosporon,34189174,IL-7 Immunotherapy in a Nonimmunocompromised Patient With Intractable Fungal Wound Sepsis,Turnbull IR,"Department of Surgery, Washington University School of Medicine, St. Louis, Missouri, USA.",Washington University School of Medicine,"660 S Euclid Ave, St. Louis, MO 63110, USA"
Trichosporon,34189174,IL-7 Immunotherapy in a Nonimmunocompromised Patient With Intractable Fungal Wound Sepsis,Mazer MB,"Department of Pediatrics, Washington University School of Medicine, St. Louis, Missouri, USA.",Washington University School of Medicine,"660 S Euclid Ave, St. Louis, MO 63110, USA"
