doi,keyword,given_name,family_name,affiliation,address
10.1111/cns.14132,β-Glucan,Jinghe,Tan,College of Animal Science and Veterinary Medicine Shandong Agricultural University  Tai‐an City China,"61 Dai Zong Da Jie, Tai Shan Qu, Tai An Shi, Shan Dong Sheng, China, 271002"
10.1111/cns.14132,β-Glucan,Yanmeng,Zhou,Institute of Pharmacology Shandong First Medical University and Shandong Academy of Medical Sciences  Taian China,"China, Shan Dong Sheng, Tai An Shi, Dai Yue Qu, Nan Huan Lu, 长城路 邮政编码: 271000"
10.1111/cns.14132,β-Glucan,Han‐Ting,Zhang,Institute of Pharmacology Shandong First Medical University and Shandong Academy of Medical Sciences  Taian China,"China, Shan Dong Sheng, Tai An Shi, Dai Yue Qu, Nan Huan Lu, 长城路 邮政编码: 271000"
10.3390/jfb14050288,Chitin,S Shree,Ganesh,"Department of Biotechnology, School of Bioengineering, College of Engineering and Technology, SRM Institute of Science and Technology, Kattankulathur 603203, India","R2FV+VHQ, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203, India"
10.3390/jfb14050288,Chitin,Ramprasad,Anushikaa,"Department of Biotechnology, School of Bioengineering, College of Engineering and Technology, SRM Institute of Science and Technology, Kattankulathur 603203, India","R2FV+VHQ, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203, India"
10.3390/jfb14050288,Chitin,Venkadesan Sri,Swetha Victoria,"Department of Biotechnology, School of Bioengineering, College of Engineering and Technology, SRM Institute of Science and Technology, Kattankulathur 603203, India","R2FV+VHQ, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203, India"
10.3390/jfb14050288,Chitin,Krishnaraj,Lavanya,"Department of Biotechnology, School of Bioengineering, College of Engineering and Technology, SRM Institute of Science and Technology, Kattankulathur 603203, India","R2FV+VHQ, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203, India"
10.3390/jfb14050288,Chitin,Abinaya,Shanmugavadivu,"Department of Biotechnology, School of Bioengineering, College of Engineering and Technology, SRM Institute of Science and Technology, Kattankulathur 603203, India","R2FV+VHQ, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203, India"
10.3390/jfb14050288,Chitin,Nagarajan,Selvamurugan,"Department of Biotechnology, School of Bioengineering, College of Engineering and Technology, SRM Institute of Science and Technology, Kattankulathur 603203, India","R2FV+VHQ, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203, India"
10.1021/acs.biomac.3c00419,Chitin,Yadong,Huang,"Department of Cell Biology and Institute of Biomedicine, College of Life Science and Technology, Guangzhou 510632, PR China","582W+9H7, Zhu Jiang Dong Lu, Tian He Qu, Guang Zhou Shi, Guang Dong Sheng, China, 510641"
10.3390/polym15040793,Chitin,Klaudia,Piekarska,"Lukasiewicz Research Network-Lodz Institute of Technology, Marii Curie-Sklodowskiej 19/27, 90-570 Lodz, Poland","Marii Skłodowskiej-Curie 19/27, 90-570 Łódź, Poland"
10.3390/polym15040793,Chitin,Monika,Sikora,"Lukasiewicz Research Network-Lodz Institute of Technology, Marii Curie-Sklodowskiej 19/27, 90-570 Lodz, Poland","Marii Skłodowskiej-Curie 19/27, 90-570 Łódź, Poland"
10.3390/polym15040793,Chitin,Monika,Owczarek,"Lukasiewicz Research Network-Lodz Institute of Technology, Marii Curie-Sklodowskiej 19/27, 90-570 Lodz, Poland","Marii Skłodowskiej-Curie 19/27, 90-570 Łódź, Poland"
10.3390/polym15040793,Chitin,Jagoda,Jóźwik-Pruska,"Lukasiewicz Research Network-Lodz Institute of Technology, Marii Curie-Sklodowskiej 19/27, 90-570 Lodz, Poland","Marii Skłodowskiej-Curie 19/27, 90-570 Łódź, Poland"
10.3390/polym15040793,Chitin,Maria,Wiśniewska-Wrona,"Lukasiewicz Research Network-Lodz Institute of Technology, Marii Curie-Sklodowskiej 19/27, 90-570 Lodz, Poland","Marii Skłodowskiej-Curie 19/27, 90-570 Łódź, Poland"
10.3390/pharmaceutics15041313,Chitin,Nimeet,Desai,"Department of Biomedical Engineering, Indian Institute of Technology Hyderabad, Kandi 502285, India","IITH Road, Near NH-65, Sangareddy, Kandi, Telangana 502285, India"
10.3390/pharmaceutics15041313,Chitin,Dhwani,Rana,"National Institute of Pharmaceutical Education and Research (NIPER), Ahmedabad 382355, India","Opposite Air force Station, Palaj, Gandhinagar, Gujarat 382355, India"
10.3390/pharmaceutics15041313,Chitin,Sagar,Salave,"National Institute of Pharmaceutical Education and Research (NIPER), Ahmedabad 382355, India","Opposite Air force Station, Palaj, Gandhinagar, Gujarat 382355, India"
10.3390/pharmaceutics15041313,Chitin,Raghav,Gupta,"National Institute of Pharmaceutical Education and Research (NIPER), Ahmedabad 382355, India","Opposite Air force Station, Palaj, Gandhinagar, Gujarat 382355, India"
10.3390/pharmaceutics15041313,Chitin,Pranav,Patel,"National Institute of Pharmaceutical Education and Research (NIPER), Ahmedabad 382355, India","Opposite Air force Station, Palaj, Gandhinagar, Gujarat 382355, India"
10.3390/pharmaceutics15041313,Chitin,Bharathi,Karunakaran,"National Institute of Pharmaceutical Education and Research (NIPER), Ahmedabad 382355, India","Opposite Air force Station, Palaj, Gandhinagar, Gujarat 382355, India"
10.3390/pharmaceutics15041313,Chitin,Amit,Sharma,"National Institute of Pharmaceutical Education and Research (NIPER), Ahmedabad 382355, India","Opposite Air force Station, Palaj, Gandhinagar, Gujarat 382355, India"
10.3390/pharmaceutics15041313,Chitin,Jyotsnendu,Giri,"Department of Biomedical Engineering, Indian Institute of Technology Hyderabad, Kandi 502285, India","IITH Road, Near NH-65, Sangareddy, Kandi, Telangana 502285, India"
10.3390/pharmaceutics15041313,Chitin,Derajram,Benival,"National Institute of Pharmaceutical Education and Research (NIPER), Ahmedabad 382355, India","Opposite Air force Station, Palaj, Gandhinagar, Gujarat 382355, India"
10.3390/pharmaceutics15041313,Chitin,Nagavendra,Kommineni,"Center for Biomedical Research, Population Council, New York, NY 10065, USA","1230 York Ave, New York, NY 10065, USA"
10.1021/acs.jafc.9b00450,Mannoprotein,Stephan,Sommer,"Viticulture and Enology Research Center, California State University, 2360 East Barstow Avenue, Fresno, California 93740, United States","Viticulture and Enology Research Center, Fresno, CA 93740, USA"
10.1021/acs.jafc.9b00450,Mannoprotein,Fabian,Weber,"Department of Nutritional and Food Sciences, Chair of Molecular Food Technology, University of Bonn, Bonn, Germany","Allgemeines Verfügungszentrum I, Endenicher Allee 11-13/1.037, 53115 Bonn, Germany"
10.1021/acs.jafc.9b00450,Mannoprotein,James F.,Harbertson,"Viticulture and Enology Program, Wine Science Center, Washington State University, Richland, Washington 99354, United States","University Dr, Richland, WA 99354, USA"
10.1021/acs.accounts.2c00636,α-Glucan,Jiayi,Li,"Department of Chemistry, Wayne State University 5101 Cass Avenue, Detroit, Michigan 48202, United States","5101 Cass Ave, Detroit, MI 48202, USA"
10.1021/acs.accounts.2c00636,α-Glucan,Hien M.,Nguyen,"Department of Chemistry, Wayne State University 5101 Cass Avenue, Detroit, Michigan 48202, United States","5101 Cass Ave, Detroit, MI 48202, USA"
10.1111/nan.12865,α-Glucan,Maiko T.,Uemura,Center for Neurodegenerative Disease Research Perelman School of Medicine at the University of Pennsylvania  Philadelphia Pennsylvania USA,"Translational Research Laboratory, 125 S 31st St #2000, Philadelphia, PA 19104, USA"
10.1111/nan.12865,α-Glucan,Eun Ran,Suh,Center for Neurodegenerative Disease Research Perelman School of Medicine at the University of Pennsylvania  Philadelphia Pennsylvania USA,"Translational Research Laboratory, 125 S 31st St #2000, Philadelphia, PA 19104, USA"
10.1111/nan.12865,α-Glucan,John L.,Robinson,Center for Neurodegenerative Disease Research Perelman School of Medicine at the University of Pennsylvania  Philadelphia Pennsylvania USA,"Translational Research Laboratory, 125 S 31st St #2000, Philadelphia, PA 19104, USA"
10.1111/nan.12865,α-Glucan,Kurt R.,Brunden,Center for Neurodegenerative Disease Research Perelman School of Medicine at the University of Pennsylvania  Philadelphia Pennsylvania USA,"Translational Research Laboratory, 125 S 31st St #2000, Philadelphia, PA 19104, USA"
10.1111/nan.12865,α-Glucan,Murray,Grossman,Department of Neurology Perelman School of Medicine at the University of Pennsylvania  Philadelphia Pennsylvania USA,"3400 Spruce St, Philadelphia, PA 19104, USA"
10.1111/nan.12865,α-Glucan,David J.,Irwin,Department of Neurology Perelman School of Medicine at the University of Pennsylvania  Philadelphia Pennsylvania USA,"3400 Spruce St, Philadelphia, PA 19104, USA"
10.1111/nan.12865,α-Glucan,Virginia M.‐Y.,Lee,Center for Neurodegenerative Disease Research Perelman School of Medicine at the University of Pennsylvania  Philadelphia Pennsylvania USA,"Translational Research Laboratory, 125 S 31st St #2000, Philadelphia, PA 19104, USA"
10.1111/nan.12865,α-Glucan,John Q.,Trojanowski,Center for Neurodegenerative Disease Research Perelman School of Medicine at the University of Pennsylvania  Philadelphia Pennsylvania USA,"Translational Research Laboratory, 125 S 31st St #2000, Philadelphia, PA 19104, USA"
10.1111/nan.12865,α-Glucan,Edward B.,Lee,Center for Neurodegenerative Disease Research Perelman School of Medicine at the University of Pennsylvania  Philadelphia Pennsylvania USA,"Translational Research Laboratory, 125 S 31st St #2000, Philadelphia, PA 19104, USA"
10.1111/nan.12865,α-Glucan,Vivianna M.,Van Deerlin,Center for Neurodegenerative Disease Research Perelman School of Medicine at the University of Pennsylvania  Philadelphia Pennsylvania USA,"Translational Research Laboratory, 125 S 31st St #2000, Philadelphia, PA 19104, USA"
10.1093/jb/mvaa075,GPI-Anchored Proteins,Marika,Rikitake,"Department of Systems Life Sciences, Kyushu University Graduate School, Fukuoka 819-0395, Japan","744 Motooka, Nishi Ward, Fukuoka, 819-0395, Japan"
10.1093/jb/mvaa075,GPI-Anchored Proteins,Ayako,Matsuda,"Department of Systems Life Sciences, Kyushu University Graduate School, Fukuoka 819-0395, Japan","744 Motooka, Nishi Ward, Fukuoka, 819-0395, Japan"
10.1093/jb/mvaa075,GPI-Anchored Proteins,Daisuke,Murata,"Department of Systems Life Sciences, Kyushu University Graduate School, Fukuoka 819-0395, Japan","744 Motooka, Nishi Ward, Fukuoka, 819-0395, Japan"
10.1093/jb/mvaa075,GPI-Anchored Proteins,Katsufumi,Dejima,"CREST (JST), Saitama 332-0012, Japan","Kawaguchi Center Building, 4-chōme-1-8 Honchō, Kawaguchi, Saitama 332-0012, Japan"
10.1093/jb/mvaa075,GPI-Anchored Proteins,Kazuko H,Nomura,"CREST (JST), Saitama 332-0012, Japan","Kawaguchi Center Building, 4-chōme-1-8 Honchō, Kawaguchi, Saitama 332-0012, Japan"
10.1093/jb/mvaa075,GPI-Anchored Proteins,Shohei,Mitani,"CREST (JST), Saitama 332-0012, Japan","Kawaguchi Center Building, 4-chōme-1-8 Honchō, Kawaguchi, Saitama 332-0012, Japan"
10.1093/jb/mvaa075,GPI-Anchored Proteins,Kazuya,Nomura,"CREST (JST), Saitama 332-0012, Japan","Kawaguchi Center Building, 4-chōme-1-8 Honchō, Kawaguchi, Saitama 332-0012, Japan"
10.1177/0271678X21999553,GPI-Anchored Proteins,Partha K,Chandra,"Department of Pharmacology, Tulane University School of Medicine, New Orleans, LA, USA","131 S. Robertson Building, 131 S Robertson St, New Orleans, LA 70112, USA"
10.1177/0271678X21999553,GPI-Anchored Proteins,Sinisa,Cikic,"Department of Pharmacology, Tulane University School of Medicine, New Orleans, LA, USA","131 S. Robertson Building, 131 S Robertson St, New Orleans, LA 70112, USA"
10.1177/0271678X21999553,GPI-Anchored Proteins,Melody C,Baddoo,"Tulane Cancer Center, Tulane University School of Medicine, New Orleans, LA, USA","1415 Tulane Ave, New Orleans, LA 70112, USA"
10.1177/0271678X21999553,GPI-Anchored Proteins,Ibolya,Rutkai,"Department of Pharmacology, Tulane University School of Medicine, New Orleans, LA, USA","131 S. Robertson Building, 131 S Robertson St, New Orleans, LA 70112, USA"
10.1177/0271678X21999553,GPI-Anchored Proteins,Jessie J,Guidry,"Tulane Brain Institute, Tulane University, New Orleans, LA, USA","1415 Tulane Ave Suite 501, New Orleans, LA 70112, USA"
10.1177/0271678X21999553,GPI-Anchored Proteins,Erik K,Flemington,"Tulane Cancer Center, Tulane University School of Medicine, New Orleans, LA, USA","1415 Tulane Ave, New Orleans, LA 70112, USA"
10.1177/0271678X21999553,GPI-Anchored Proteins,Prasad VG,Katakam,"Department of Pharmacology, Tulane University School of Medicine, New Orleans, LA, USA","131 S. Robertson Building, 131 S Robertson St, New Orleans, LA 70112, USA"
10.1177/0271678X21999553,GPI-Anchored Proteins,David W,Busija,"Department of Pharmacology, Tulane University School of Medicine, New Orleans, LA, USA","131 S. Robertson Building, 131 S Robertson St, New Orleans, LA 70112, USA"
10.1128/mSphere.00715-19,Mannan,Suresh,Ambati,"Department of Genetics, University of Georgia, Athens, Georgia, USA","120 W Green St, Athens, GA 30602, USA"
10.1128/mSphere.00715-19,Mannan,Emma C.,Ellis,"Department of Genetics, University of Georgia, Athens, Georgia, USA","120 W Green St, Athens, GA 30602, USA"
10.1128/mSphere.00715-19,Mannan,Jianfeng,Lin,"Department of Microbiology, University of Georgia, Athens, Georgia, USA","Biological Sciences Building, 527 Biological Sciences Bldg, Athens, GA 30602, USA"
10.1128/mSphere.00715-19,Mannan,Xiaorong,Lin,"Department of Microbiology, University of Georgia, Athens, Georgia, USA","Biological Sciences Building, 527 Biological Sciences Bldg, Athens, GA 30602, USA"
10.1128/mSphere.00715-19,Mannan,Zachary A.,Lewis,"Department of Microbiology, University of Georgia, Athens, Georgia, USA","Biological Sciences Building, 527 Biological Sciences Bldg, Athens, GA 30602, USA"
10.1128/mSphere.00715-19,Mannan,Richard B.,Meagher,"Department of Genetics, University of Georgia, Athens, Georgia, USA","120 W Green St, Athens, GA 30602, USA"
10.1111/myc.13451,Mannan,Johannes,Forster,Institut für Hygiene und Mikrobiologie Julius‐Maximilians‐Universität Würzburg  Würzburg Germany,"Josef-Schneider-Straße 2, 97080 Würzburg, Germany"
10.1111/myc.13451,Mannan,Martin,Hoenigl,"Division of Infectious Diseases, Department of Internal Medicine Medical University of Graz  Graz Austria","8010 Graz, Austria"
10.1111/myc.13451,Mannan,Sebastian,Suerbaum,"Max von Pettenkofer‐Institut für Hygiene und Medizinische Mikrobiologie Medizinische Fakultät, LMU München  Munich Germany","Pettenkoferstraße 9A, 80336 München, Germany"
10.1111/myc.13451,Mannan,Johannes,Wagener,Institut für Hygiene und Mikrobiologie Julius‐Maximilians‐Universität Würzburg  Würzburg Germany,"Josef-Schneider-Straße 2, 97080 Würzburg, Germany"
10.1111/myc.13451,Mannan,Karl,Dichtl,"Max von Pettenkofer‐Institut für Hygiene und Medizinische Mikrobiologie Medizinische Fakultät, LMU München  Munich Germany","Pettenkoferstraße 9A, 80336 München, Germany"
10.1021/acschembio.9b00369,Saccharomyces,Mehmet,Tardu,"Department of Chemistry, University of Michigan, 930 N. University Avenue, Ann Arbor, Michigan 48109, United States","930 N University Ave, Ann Arbor, MI 48109, USA"
10.1021/acschembio.9b00369,Saccharomyces,Joshua D.,Jones,"Department of Chemistry, University of Michigan, 930 N. University Avenue, Ann Arbor, Michigan 48109, United States","930 N University Ave, Ann Arbor, MI 48109, USA"
10.1021/acschembio.9b00369,Saccharomyces,Robert T.,Kennedy,"Department of Chemistry, University of Michigan, 930 N. University Avenue, Ann Arbor, Michigan 48109, United States","930 N University Ave, Ann Arbor, MI 48109, USA"
10.1021/acschembio.9b00369,Saccharomyces,Qishan,Lin,"Mass Spectrometry Consortium for Epitranscriptomics, University at Albany, 1400 Washington Avenue, Albany, New York 12222, United States","ETEC, 1220 Washington Ave Room 394, Albany, NY 12226, USA"
10.1021/acschembio.9b00369,Saccharomyces,Kristin S.,Koutmou,"Department of Chemistry, University of Michigan, 930 N. University Avenue, Ann Arbor, Michigan 48109, United States","930 N University Ave, Ann Arbor, MI 48109, USA"
10.2174/1389450120666190924155631,Candida,Sweety,Dahiya,"Department of Biotechnology, Maharishi Dayanand University, Rohtak, Haryana-124001, India","Maharshi Dayanand University, VJHG+R5Q, Maharshi Dayanand University, Rohtak, Haryana 124001, India"
10.2174/1389450120666190924155631,Candida,Anil K.,Chhillar,"Department of Biotechnology, Maharishi Dayanand University, Rohtak, Haryana-124001, India","Maharshi Dayanand University, VJHG+R5Q, Maharshi Dayanand University, Rohtak, Haryana 124001, India"
10.2174/1389450120666190924155631,Candida,Namita,Sharma,"Department of Biotechnology, Maharishi Dayanand University, Rohtak, Haryana-124001, India","Maharshi Dayanand University, VJHG+R5Q, Maharshi Dayanand University, Rohtak, Haryana 124001, India"
10.2174/1389450120666190924155631,Candida,Pooja,Choudhary,"Department of Biotechnology, Maharishi Dayanand University, Rohtak, Haryana-124001, India","Maharshi Dayanand University, VJHG+R5Q, Maharshi Dayanand University, Rohtak, Haryana 124001, India"
10.2174/1389450120666190924155631,Candida,Aruna,Punia,"Department of Biotechnology, Maharishi Dayanand University, Rohtak, Haryana-124001, India","Maharshi Dayanand University, VJHG+R5Q, Maharshi Dayanand University, Rohtak, Haryana 124001, India"
10.2174/1389450120666190924155631,Candida,Meenakshi,Balhara,"Department of Biotechnology, Maharishi Dayanand University, Rohtak, Haryana-124001, India","Maharshi Dayanand University, VJHG+R5Q, Maharshi Dayanand University, Rohtak, Haryana 124001, India"
10.1002/bit.27698,Pichia,Amos E.,Lu,Department of Chemical Engineering Massachusetts Institute of Technology Cambridge Massachusetts USA,"25 Ames St, Cambridge, MA 02139, USA"
10.1002/bit.27698,Pichia,Andrew J.,Maloney,Department of Chemical Engineering Massachusetts Institute of Technology Cambridge Massachusetts USA,"25 Ames St, Cambridge, MA 02139, USA"
10.1002/bit.27698,Pichia,Neil C.,Dalvie,Department of Chemical Engineering Massachusetts Institute of Technology Cambridge Massachusetts USA,"25 Ames St, Cambridge, MA 02139, USA"
10.1002/bit.27698,Pichia,Joseph R.,Brady,Department of Chemical Engineering Massachusetts Institute of Technology Cambridge Massachusetts USA,"25 Ames St, Cambridge, MA 02139, USA"
10.1002/bit.27698,Pichia,Kerry R.,Love,Department of Chemical Engineering Massachusetts Institute of Technology Cambridge Massachusetts USA,"25 Ames St, Cambridge, MA 02139, USA"
10.1002/bit.27698,Pichia,J. Christopher,Love,Department of Chemical Engineering Massachusetts Institute of Technology Cambridge Massachusetts USA,"25 Ames St, Cambridge, MA 02139, USA"
10.1002/bit.27698,Pichia,Richard D.,Braatz,Department of Chemical Engineering Massachusetts Institute of Technology Cambridge Massachusetts USA,"25 Ames St, Cambridge, MA 02139, USA"
10.1128/MRA.00337-23,Pichia,James A.,Bagley,"Department of Biology, Concordia University, Montréal, Québec, Canada","1205 Av. du Docteur-Penfield, Montréal, QC H3A 1B1, Canada"
10.1128/MRA.00337-23,Pichia,Michael E.,Pyne,"Department of Biology, Concordia University, Montréal, Québec, Canada","1205 Av. du Docteur-Penfield, Montréal, QC H3A 1B1, Canada"
10.1128/MRA.00337-23,Pichia,Kealan,Exley,"Department of Biology, Concordia University, Montréal, Québec, Canada","1205 Av. du Docteur-Penfield, Montréal, QC H3A 1B1, Canada"
10.1128/MRA.00337-23,Pichia,Kaspar,Kevvai,"Department of Biology, Concordia University, Montréal, Québec, Canada","1205 Av. du Docteur-Penfield, Montréal, QC H3A 1B1, Canada"
10.1128/MRA.00337-23,Pichia,Qingzhao,Wang,"bp Bioscience Center, San Diego, California, USA","10628 Science Center Dr, San Diego, CA 92121, USA"
10.1128/MRA.00337-23,Pichia,Malcolm,Whiteway,"Department of Biology, Concordia University, Montréal, Québec, Canada","1205 Av. du Docteur-Penfield, Montréal, QC H3A 1B1, Canada"
10.1128/MRA.00337-23,Pichia,Vincent J. J.,Martin,"Department of Biology, Concordia University, Montréal, Québec, Canada","1205 Av. du Docteur-Penfield, Montréal, QC H3A 1B1, Canada"
10.1126/science.abd0919,Debaryomyces,Umang,Jain,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1126/science.abd0919,Debaryomyces,Aaron M.,Ver Heul,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1126/science.abd0919,Debaryomyces,Shanshan,Xiong,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1126/science.abd0919,Debaryomyces,Martin H.,Gregory,"Department of Medicine, Washington University School of Medicine, St. Louis, MO 63110, USA.","St. Louis, MO 63110, USA"
10.1126/science.abd0919,Debaryomyces,Elora G.,Demers,"Department of Microbiology and Immunology, Geisel School of Medicine at Dartmouth, Hanover, NH 03755, USA.","Hitchcock Loop Rd, Lebanon, NH 03766, USA"
10.1126/science.abd0919,Debaryomyces,Justin T.,Kern,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1126/science.abd0919,Debaryomyces,Chin-Wen,Lai,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1126/science.abd0919,Debaryomyces,Brian D.,Muegge,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1126/science.abd0919,Debaryomyces,Derek A. G.,Barisas,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1126/science.abd0919,Debaryomyces,J. Steven,Leal-Ekman,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1126/science.abd0919,Debaryomyces,Parakkal,Deepak,"Department of Medicine, Washington University School of Medicine, St. Louis, MO 63110, USA.","St. Louis, MO 63110, USA"
10.1126/science.abd0919,Debaryomyces,Matthew A.,Ciorba,"Department of Medicine, Washington University School of Medicine, St. Louis, MO 63110, USA.","St. Louis, MO 63110, USA"
10.1126/science.abd0919,Debaryomyces,Ta-Chiang,Liu,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1126/science.abd0919,Debaryomyces,Deborah A.,Hogan,"Department of Microbiology and Immunology, Geisel School of Medicine at Dartmouth, Hanover, NH 03755, USA.","Hitchcock Loop Rd, Lebanon, NH 03766, USA"
10.1126/science.abd0919,Debaryomyces,Philip,Debbas,"F. Widjaja Inflammatory Bowel and Immunobiology Research Institute, Cedars-Sinai Medical Center, Los Angeles, CA 90048, USA.","8720 Beverly., Blvd., Beverly Building, Lower Level, Los Angeles, CA 90048, USA"
10.1126/science.abd0919,Debaryomyces,Jonathan,Braun,"F. Widjaja Inflammatory Bowel and Immunobiology Research Institute, Cedars-Sinai Medical Center, Los Angeles, CA 90048, USA.","8720 Beverly., Blvd., Beverly Building, Lower Level, Los Angeles, CA 90048, USA"
10.1126/science.abd0919,Debaryomyces,Dermot P. B.,McGovern,"F. Widjaja Inflammatory Bowel and Immunobiology Research Institute, Cedars-Sinai Medical Center, Los Angeles, CA 90048, USA.","8720 Beverly., Blvd., Beverly Building, Lower Level, Los Angeles, CA 90048, USA"
10.1126/science.abd0919,Debaryomyces,David M.,Underhill,"F. Widjaja Inflammatory Bowel and Immunobiology Research Institute, Cedars-Sinai Medical Center, Los Angeles, CA 90048, USA.","8720 Beverly., Blvd., Beverly Building, Lower Level, Los Angeles, CA 90048, USA"
10.1126/science.abd0919,Debaryomyces,Thaddeus S.,Stappenbeck,"Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, MO 63110, USA.","660 S Euclid Ave, St. Louis, MO 63110, USA"
10.1242/jcs.259061,Schizosaccharomyces,Yu-Chien,Chuang,"Division of Basic Sciences, Fred Hutchinson Cancer Research Center, Seattle, WA 98109, USA","1100 Fairview Ave N, Seattle, WA 98109, USA"
10.1242/jcs.259061,Schizosaccharomyces,Gerald R.,Smith,"Division of Basic Sciences, Fred Hutchinson Cancer Research Center, Seattle, WA 98109, USA","1100 Fairview Ave N, Seattle, WA 98109, USA"
10.1083/jcb.202204039,Schizosaccharomyces,Grant A.,King,"Department of Molecular and Cell Biology, University of California, Berkeley, CA 1","Weill Hall, #3200, Berkeley, CA 94720, USA"
10.1083/jcb.202204039,Schizosaccharomyces,Rahel,Wettstein,"Institute of Biochemistry, ETH Zürich, Zürich, Switzerland 2","Vladimir-Prelog-Weg 4, 8049 Zürich, Switzerland"
10.1083/jcb.202204039,Schizosaccharomyces,Joseph M.,Varberg,"Stowers Institute for Medical Research, Kansas City, MO 4","1000 E 50th St, Kansas City, MO 64110, USA"
10.1083/jcb.202204039,Schizosaccharomyces,Keerthana,Chetlapalli,"Department of Molecular and Cell Biology, University of California, Berkeley, CA 1","Weill Hall, #3200, Berkeley, CA 94720, USA"
10.1083/jcb.202204039,Schizosaccharomyces,Madison E.,Walsh,"Department of Molecular and Cell Biology, University of California, Berkeley, CA 1","Weill Hall, #3200, Berkeley, CA 94720, USA"
10.1083/jcb.202204039,Schizosaccharomyces,Ludovic C.J.,Gillet,"Institute of Molecular Systems Biology, Department of Biology, ETH Zürich, Zürich, Switzerland 5","Otto-Stern-Weg 3, 8049 Zürich, Switzerland"
10.1083/jcb.202204039,Schizosaccharomyces,Claudia,Hernández-Armenta,"European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Cambridge, UK 6","EMBL-EBI Main Building, Wellcome Genome, Campus, Hinxton, Saffron Walden CB10 1SD, UK"
10.1083/jcb.202204039,Schizosaccharomyces,Pedro,Beltrao,"Institute of Molecular Systems Biology, Department of Biology, ETH Zürich, Zürich, Switzerland 5","Otto-Stern-Weg 3, 8049 Zürich, Switzerland"
10.1083/jcb.202204039,Schizosaccharomyces,Ruedi,Aebersold,"Institute of Molecular Systems Biology, Department of Biology, ETH Zürich, Zürich, Switzerland 5","Otto-Stern-Weg 3, 8049 Zürich, Switzerland"
10.1083/jcb.202204039,Schizosaccharomyces,Sue L.,Jaspersen,"Stowers Institute for Medical Research, Kansas City, MO 4","1000 E 50th St, Kansas City, MO 64110, USA"
10.1083/jcb.202204039,Schizosaccharomyces,Joao,Matos,"Institute of Biochemistry, ETH Zürich, Zürich, Switzerland 2","Vladimir-Prelog-Weg 4, 8049 Zürich, Switzerland"
10.1083/jcb.202204039,Schizosaccharomyces,Elçin,Ünal,"Department of Molecular and Cell Biology, University of California, Berkeley, CA 1","Weill Hall, #3200, Berkeley, CA 94720, USA"
10.1242/jeb.227843,Hanseniaspora,John G.,McMullen,"Department of Entomology, Cornell University, Ithaca, NY 14853, USA","Comstock Hall, 2126, 129 Garden Ave, Ithaca, NY 14850, USA"
10.1242/jeb.227843,Hanseniaspora,Grace,Peters-Schulze,"Department of Entomology, Cornell University, Ithaca, NY 14853, USA","Comstock Hall, 2126, 129 Garden Ave, Ithaca, NY 14850, USA"
10.1242/jeb.227843,Hanseniaspora,Jingwei,Cai,"Department of Veterinary and Biomedical Sciences, The Pennsylvania State University, University Park, PA 16802, USA","107D Animal Veterinary and Biomedical Sciences Building, Shortlidge Rd, State College, PA 16803, USA"
10.1242/jeb.227843,Hanseniaspora,Andrew D.,Patterson,"Department of Veterinary and Biomedical Sciences, The Pennsylvania State University, University Park, PA 16802, USA","107D Animal Veterinary and Biomedical Sciences Building, Shortlidge Rd, State College, PA 16803, USA"
10.1242/jeb.227843,Hanseniaspora,Angela E.,Douglas,"Department of Entomology, Cornell University, Ithaca, NY 14853, USA","Comstock Hall, 2126, 129 Garden Ave, Ithaca, NY 14850, USA"
