doi,author_name,given_name,family_name,keyword,pubmed_id,affiliation,institute,address
10.1371/journal.pone.0282347,Weber ANR,Alexander N. R.,Weber,,,,,
10.1371/journal.pone.0282347,Holmskov U,Uffe,Holmskov,Chitin,36888604,"Department of Cancer and Inflammation Research, Department of Molecular Medicine, University of Southern Denmark, Odense, Denmark.",University of Southern Denmark,"Campusvej 55, 5230 Odense M, Denmark"
10.1371/journal.pone.0282347,Moeller JB,Jesper Bonnet,Moeller,Chitin,36888604,"Danish Institute for Advanced Study, University of Southern Denmark, Odense, Denmark.",University of Southern Denmark,"Fioniavej 34, 5230 Odense, Denmark"
10.1371/journal.pone.0282347,Templeton SP,Steven P.,Templeton,Chitin,36888604,"Department of Microbiology and Immunology, Indiana University School of Medicine-Terre Haute, Terre Haute, Indiana, United States of America.",Indiana University School of Medicine-Terre Haute,"620 Chestnut St, Terre Haute, IN 47809, USA"
10.61186/ibj.27.5.320,Hajhosseini A,Ashraf,Hajhosseini,Mannoprotein,37525429,"Science and Research Branch, Islamic Azad University, Tehran, Iran.",Islamic Azad University,"استان تهران تهران ایران، تهران بزرگ، حصارک، بلوار دانشگاه،، Ferdos Blvd, Iran"
10.61186/ibj.27.5.320,Sharifan A,Anoosheh,Sharifan,Mannoprotein,37525429,"Food Science and Technology, Science and Research Branch, Islamic Azad University, Tehran, Iran.",Islamic Azad University,"Tehran Province, Tehran, District 5, N Iran Zamin St, Q85C+56P, Iran"
10.61186/ibj.27.5.320,Eftekhari Z,Zohreh,Eftekhari,Mannoprotein,37525429,"Biotechnology Department, Pasteur Institute of Iran, Tehran, Iran.",Pasteur Institute of Iran,"P93X+M4C, Tehran, Tehran Province, Iran"
10.61186/ibj.27.5.320,Alavi A,Ariana,Alavi,Mannoprotein,37525429,"Biotechnology Department, Pasteur Institute of Iran, Tehran, Iran.",Pasteur Institute of Iran,"P93X+M4C, Tehran, Tehran Province, Iran"
10.61186/ibj.27.5.320,Doroud D,Delaram,Doroud,Mannoprotein,37525429,"Biotechnology Department, Pasteur Institute of Iran, Tehran, Iran.",Pasteur Institute of Iran,"P93X+M4C, Tehran, Tehran Province, Iran"
10.4155/fmc-2018-0465,Hasim S,Sahar,Hasim,Mannoprotein,30994368,"Department of Entomology & Plant Pathology, Auburn University, Auburn, AL 36849, USA.",Auburn University,"Auburn, AL 36849, USA"
10.4155/fmc-2018-0465,Coleman JJ,Jeffrey J,Coleman,Mannoprotein,30994368,"Department of Entomology & Plant Pathology, Auburn University, Auburn, AL 36849, USA.",Auburn University,"Auburn, AL 36849, USA"
10.1007/s11130-022-00947-6,Nguyen T,T-Thu,Nguyen,,,,,
10.1007/s11130-022-00947-6,Voilley A,Andrée,Voilley,,,,,
10.1007/s11130-022-00947-6,Tran TTT,Thi Thu Thuy,Tran,Mannoprotein,35072856,"Institute of Natural Products Chemistry, Vietnam Academy of Science and Technology, Hanoi, Vietnam.",Institute of Natural Products Chemistry,"2 Phạm Ngũ Lão, Phan Chu Trinh, Hoàn Kiếm, Hà Nội, Vietnam"
10.1007/s11130-022-00947-6,Waché Y,Yves,Waché,,,,,
10.3390/biom9090466,Bindon KA,Keren A.,Bindon,Mannoprotein,31505886,"The Australian Wine Research Institute, Hartley Grove, Urrbrae, Adelaide, SA 5064, Australia. keren.bindon@awri.com.au.",The Australian Wine Research Institute,"Hartley Grove, Urrbrae SA 5064, Australia"
10.3390/biom9090466,Kassara S,Stella,Kassara,Mannoprotein,31505886,"The Australian Wine Research Institute, Hartley Grove, Urrbrae, Adelaide, SA 5064, Australia. stella.kassara@awri.com.au.",The Australian Wine Research Institute,"Hartley Grove, Urrbrae SA 5064, Australia"
10.3390/biom9090466,Solomon M,Mark,Solomon,Mannoprotein,31505886,"The Australian Wine Research Institute, Hartley Grove, Urrbrae, Adelaide, SA 5064, Australia. mark.solomon@awri.com.au.",The Australian Wine Research Institute,"Hartley Grove, Urrbrae SA 5064, Australia"
10.3390/biom9090466,Bartel C,Caroline,Bartel,Mannoprotein,31505886,"The Australian Wine Research Institute, Hartley Grove, Urrbrae, Adelaide, SA 5064, Australia. caroline.bartel@awri.com.au.",The Australian Wine Research Institute,"Hartley Grove, Urrbrae SA 5064, Australia"
10.3390/biom9090466,Smith PA,Paul A.,Smith,,,,,
10.3390/biom9090466,Barker A,Alice,Barker,Mannoprotein,31505886,"The Australian Wine Research Institute, Hartley Grove, Urrbrae, Adelaide, SA 5064, Australia. alice.barker44@gmail.com.",The Australian Wine Research Institute,"Hartley Grove, Urrbrae SA 5064, Australia"
10.3390/biom9090466,Curtin C,Chris,Curtin,Mannoprotein,31505886,"Department of Food Science and Technology, Oregon State University, 232B Wiegand Hall, Corvallis, OR 97331, USA. christopher.curtin@oregonstate.edu.",Oregon State University,"100 Wiegand Hall, 3051 SW Campus Way, Corvallis, OR 97331, USA"
10.1016/j.biomaterials.2022.121379,Kwak S,Suryang,Kwak,Mannoprotein,35078005,"Carl R. Woese Institute for Genomic Biology, University of Illinois at Urbana-Champaign, Urbana, IL, USA, 61801; Department of Food Science and Human Nutrition, University of Illinois at Urbana-Champaign, IL, 61801, USA. Electronic address: srkwak84@gmail.com.",University of Illinois at Urbana-Champaign,"1206 W Gregory Dr, Urbana, IL 61801, USA"
10.1016/j.biomaterials.2022.121379,Robinson SJ,Scott J.,Robinson,Mannoprotein,35078005,"Beckman Institute for Advanced Science & Technology, University of Illinois at Urbana-Champaign, IL, 61801, USA. Electronic address: sjrobin@illinois.edu.",University of Illinois at Urbana-Champaign,"Champaign, IL, USA"
10.1016/j.biomaterials.2022.121379,Lee JW,Jae Won,Lee,Mannoprotein,35078005,"Carl R. Woese Institute for Genomic Biology, University of Illinois at Urbana-Champaign, Urbana, IL, USA, 61801; Department of Food Science and Human Nutrition, University of Illinois at Urbana-Champaign, IL, 61801, USA. Electronic address: jlee762@illinois.edu.",University of Illinois at Urbana-Champaign,"1206 W Gregory Dr, Urbana, IL 61801, USA"
10.1016/j.biomaterials.2022.121379,Lim H,Hayoon,Lim,Mannoprotein,35078005,"Carl R. Woese Institute for Genomic Biology, University of Illinois at Urbana-Champaign, Urbana, IL, USA, 61801. Electronic address: hlim34@illinois.edu.",University of Illinois at Urbana-Champaign,"Champaign, IL, USA"
10.1016/j.biomaterials.2022.121379,Wallace CL,Catherine L.,Wallace,Mannoprotein,35078005,"Beckman Institute for Advanced Science & Technology, University of Illinois at Urbana-Champaign, IL, 61801, USA. Electronic address: ctopha2@illinois.edu.",University of Illinois at Urbana-Champaign,"Champaign, IL, USA"
10.1016/j.biomaterials.2022.121379,Jin Y,Yong-Su,Jin,,,,,
10.1021/acs.jafc.9b00450,Sommer S,Stephan,Sommer,Mannoprotein,31187991,"Viticulture and Enology Research Center , California State University , 2360 East Barstow Avenue , Fresno , California 93740 , United States.",California State University ,"Viticulture and Enology Research Center, Fresno, CA 93740, USA"
10.1021/acs.jafc.9b00450,Weber F,Fabian,Weber,Mannoprotein,31187991,"Department of Nutritional and Food Sciences, Chair of Molecular Food Technology , University of Bonn , Bonn , Germany.",University of Bonn ,"Allgemeines Verfügungszentrum I, Endenicher Allee 11-13/1.037, 53115 Bonn, Germany"
10.1021/acs.jafc.9b00450,Harbertson JF,James F.,Harbertson,Mannoprotein,31187991,"Viticulture and Enology Program, Wine Science Center , Washington State University , Richland , Washington 99354 , United States.",Washington State University ,"University Dr, Richland, WA 99354, USA"
10.1016/j.semcdb.2018.03.009,Ray SC,Stephanie C.,Ray,α-Glucan,29551572,"Ohio State University, Columbus, OH, 43210, USA. Electronic address: ray.550@osu.edu.",Ohio State University,"Northwood-High Bldg, 2231 N High St #200, Columbus, OH 43201, USA"
10.1016/j.semcdb.2018.03.009,Rappleye CA,Chad A.,Rappleye,α-Glucan,29551572,"Ohio State University, Columbus, OH, 43210, USA. Electronic address: rappleye.1@osu.edu.",Ohio State University,"Northwood-High Bldg, 2231 N High St #200, Columbus, OH 43201, USA"
10.1021/acs.accounts.2c00636,Li J,Jiayi,Li,α-Glucan,36448710,"Department of Chemistry, Wayne State University 5101 Cass Avenue, Detroit, Michigan 48202, United States.",Wayne State University 5101 Cass Avenue,"5101 Cass Ave, Detroit, MI 48202, USA"
10.1021/acs.accounts.2c00636,Nguyen HM,Hien M.,Nguyen,α-Glucan,36448710,"Department of Chemistry, Wayne State University 5101 Cass Avenue, Detroit, Michigan 48202, United States.",Wayne State University 5101 Cass Avenue,"5101 Cass Ave, Detroit, MI 48202, USA"
10.3390/molecules25173807,Evans KO,Kervin O.,Evans,α-Glucan,32825708,"Renewable Product Technology Research Unit, National Center for Agricultural Utilization Research, USDA, 1815 N, University Street, Peoria, IL 61604, USA.",University Street,"Irvine, CA 92697, USA"
10.3390/molecules25173807,Skory C,Christopher,Skory,α-Glucan,32825708,"Renewable Product Technology Research Unit, National Center for Agricultural Utilization Research, USDA, 1815 N, University Street, Peoria, IL 61604, USA.",University Street,"Irvine, CA 92697, USA"
10.3390/molecules25173807,Compton DL,David L.,Compton,α-Glucan,32825708,"Renewable Product Technology Research Unit, National Center for Agricultural Utilization Research, USDA, 1815 N, University Street, Peoria, IL 61604, USA.",University Street,"Irvine, CA 92697, USA"
10.3390/molecules25173807,Cormier R,Ryan,Cormier,α-Glucan,32825708,"Renewable Product Technology Research Unit, National Center for Agricultural Utilization Research, USDA, 1815 N, University Street, Peoria, IL 61604, USA.",University Street,"Irvine, CA 92697, USA"
10.3390/molecules25173807,Côté GL,Gregory L.,Côté,α-Glucan,32825708,"Renewable Product Technology Research Unit, National Center for Agricultural Utilization Research, USDA, 1815 N, University Street, Peoria, IL 61604, USA.",University Street,"Irvine, CA 92697, USA"
10.3390/molecules25173807,Kim S,Sanghoon,Kim,α-Glucan,32825708,"Plant Polymer Research Unit, National Center for Agricultural Utilization Research, USDA, 1815 N. University Street, Peoria, IL 61604, USA.",1815 N. University Street,"1815 N University St, Peoria, IL 61604, USA"
10.3390/molecules25173807,Appell M,Michael,Appell,α-Glucan,32825708,"Mycotoxin Prevention and Applied Microbiology Research Unit, National Center for Agricultural Utilization Research, USDA, 1815 N. University Street, Peoria, IL 61604, USA.",1815 N. University Street,"1815 N University St, Peoria, IL 61604, USA"
10.1016/j.btre.2023.e00817,Evans KO,Kervin O.,Evans,α-Glucan,38020725,"USDA, Agricultural Research Service, National Center of Agricultural Utilization Research, Renewable Product Technology Research Unit, 1815 N. University Street, Peoria, IL 61604, United States of America.",1815 N. University Street,"1815 N University St, Peoria, IL 61604, USA"
10.1016/j.btre.2023.e00817,Compton DL,David L.,Compton,α-Glucan,38020725,"USDA, Agricultural Research Service, National Center of Agricultural Utilization Research, Renewable Product Technology Research Unit, 1815 N. University Street, Peoria, IL 61604, United States of America.",1815 N. University Street,"1815 N University St, Peoria, IL 61604, USA"
10.1016/j.btre.2023.e00817,Skory CD,Christopher D.,Skory,α-Glucan,38020725,"USDA, Agricultural Research Service, National Center of Agricultural Utilization Research, Renewable Product Technology Research Unit, 1815 N. University Street, Peoria, IL 61604, United States of America.",1815 N. University Street,"1815 N University St, Peoria, IL 61604, USA"
10.1016/j.btre.2023.e00817,Appell M,Michael,Appell,α-Glucan,38020725,"Mycotoxin Prevention and Applied Microbiology Research, 1815 N. University Street, Peoria, IL 61604, United States of America.",1815 N. University Street,"1815 N University St, Peoria, IL 61604, USA"
10.1111/nan.12865,Uemura MT,Maiko T.,Uemura,α-Glucan,36456471,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"3400 Spruce St, Philadelphia, PA 19104, USA"
10.1111/nan.12865,Suh ER,Eun Ran,Suh,α-Glucan,36456471,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"3400 Spruce St, Philadelphia, PA 19104, USA"
10.1111/nan.12865,Robinson JL,John L.,Robinson,α-Glucan,36456471,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"3400 Spruce St, Philadelphia, PA 19104, USA"
10.1111/nan.12865,Brunden KR,Kurt R.,Brunden,α-Glucan,36456471,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"3400 Spruce St, Philadelphia, PA 19104, USA"
10.1111/nan.12865,Grossman M,Murray,Grossman,α-Glucan,36456471,"Penn Frontotemporal Degeneration Center, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"South Pavilion, 3400 Civic Center Blvd 2nd Floor, Philadelphia, PA 19104, USA"
10.1111/nan.12865,Irwin DJ,David J.,Irwin,α-Glucan,36456471,"Penn Digital Neuropathology Laboratory, Department of Neurology, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"South Pavilion, 3400 Civic Center Blvd 2nd Floor, Philadelphia, PA 19104, USA"
10.1111/nan.12865,Lee VM‐,Virginia M.‐Y.,Lee,,,,,
10.1111/nan.12865,Trojanowski JQ,John Q.,Trojanowski,α-Glucan,36456471,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"3400 Spruce St, Philadelphia, PA 19104, USA"
10.1111/nan.12865,Lee EB,Edward B.,Lee,α-Glucan,36456471,"Translational Neuropathology Research Laboratory, Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"125 S 31st St, Philadelphia, PA 19104, USA"
10.1111/nan.12865,Van Deerlin VM,Vivianna M.,Van Deerlin,α-Glucan,36456471,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"3400 Spruce St, Philadelphia, PA 19104, USA"
10.3390/jof8101102,Liston SD,Sean D.,Liston,GPI-Anchored Proteins,36294667,"Department of Molecular Genetics, University of Toronto, Toronto, ON M5G 1M1, Canada.",University of Toronto,"Medical Science Building, 1 King's College Cir Room 4386, Toronto, ON M5S 1A8, Canada"
10.3390/jof8101102,Whitesell L,Luke,Whitesell,GPI-Anchored Proteins,36294667,"Department of Molecular Genetics, University of Toronto, Toronto, ON M5G 1M1, Canada.",University of Toronto,"Medical Science Building, 1 King's College Cir Room 4386, Toronto, ON M5S 1A8, Canada"
10.3390/jof8101102,Kapoor M,Mili,Kapoor,GPI-Anchored Proteins,36294667,"Pfizer Inc., San Diego, CA 92121, USA.",Unparsed,"10555 Science Center Dr, San Diego, CA 92121, USA"
10.3390/jof8101102,Shaw KJ,Karen J.,Shaw,GPI-Anchored Proteins,36294667,"Hearts Consulting Group, LLC, Poway, CA 92064, USA.",Unparsed,"13332 Via Stephen, Poway, CA 92064, USA"
10.3390/jof8101102,Cowen LE,Leah E.,Cowen,GPI-Anchored Proteins,36294667,"Department of Molecular Genetics, University of Toronto, Toronto, ON M5G 1M1, Canada.",University of Toronto,"Medical Science Building, 1 King's College Cir Room 4386, Toronto, ON M5S 1A8, Canada"
10.1016/j.jprot.2022.104580,Tavares CS,Clebson S.,Tavares,GPI-Anchored Proteins,35427801,"Department of Entomology and Nematology, University of Florida, PO Box 110620, Gainesville, Florida 32611, USA.",University of Florida,"925 NW 56th Terrace A, Gainesville, FL 32605, USA"
10.1016/j.jprot.2022.104580,Mishra R,Ruchir,Mishra,GPI-Anchored Proteins,35427801,"Department of Entomology and Nematology, University of Florida, PO Box 110620, Gainesville, Florida 32611, USA.",University of Florida,"925 NW 56th Terrace A, Gainesville, FL 32605, USA"
10.1016/j.jprot.2022.104580,Ghobrial PN,Pierre N.,Ghobrial,GPI-Anchored Proteins,35427801,"Department of Entomology and Nematology, University of Florida, PO Box 110620, Gainesville, Florida 32611, USA.",University of Florida,"925 NW 56th Terrace A, Gainesville, FL 32605, USA"
10.1016/j.jprot.2022.104580,Bonning BC,Bryony C.,Bonning,GPI-Anchored Proteins,35427801,"Department of Entomology and Nematology, University of Florida, PO Box 110620, Gainesville, Florida 32611, USA. Electronic address: bbonning@ufl.edu.",University of Florida,"925 NW 56th Terrace A, Gainesville, FL 32605, USA"
10.1093/jb/mvaa075,Rikitake M,Marika,Rikitake,GPI-Anchored Proteins,32844210,"Department of Systems Life Sciences, Kyushu University Graduate School, Fukuoka 819-0395, Japan.",Kyushu University Graduate School,"744 Motooka, Nishi Ward, Fukuoka, 819-0395, Japan"
10.1093/jb/mvaa075,Matsuda A,Ayako,Matsuda,GPI-Anchored Proteins,32844210,"Department of Systems Life Sciences, Kyushu University Graduate School, Fukuoka 819-0395, Japan.",Kyushu University Graduate School,"744 Motooka, Nishi Ward, Fukuoka, 819-0395, Japan"
10.1093/jb/mvaa075,Murata D,Daisuke,Murata,GPI-Anchored Proteins,32844210,"Department of Cell Biology, Johns Hopkins University School of Medicine, 725 N. Wolfe Street, 113 Hunterian, Baltimore, MD 21205, USA.",Johns Hopkins University School of Medicine,"Church Professional Office Building, 98 N Broadway #300, Baltimore, MD 21231, USA"
10.1093/jb/mvaa075,Dejima K,Katsufumi,Dejima,GPI-Anchored Proteins,32844210,"Department of Physiology, Tokyo Women's Medical University School of Medicine, Tokyo 162-8666, Japan.",Tokyo Women's Medical University School of Medicine,"8-1 Kawadachō, Shinjuku City, Tokyo 162-8666, Japan"
10.1093/jb/mvaa075,Nomura KH,Kazuko H,Nomura,GPI-Anchored Proteins,32844210,"Department of Biology, Kyushu University, Fukuoka 819-0395, Japan.",Kyushu University,"3-chōme-1-1 Maidashi, Higashi Ward, Fukuoka, 812-8582, Japan"
10.1093/jb/mvaa075,Abbott KL,Karen L,Abbott,,,,,
10.1093/jb/mvaa075,Mitani S,Shohei,Mitani,GPI-Anchored Proteins,32844210,"Department of Physiology, Tokyo Women's Medical University School of Medicine, Tokyo 162-8666, Japan.",Tokyo Women's Medical University School of Medicine,"8-1 Kawadachō, Shinjuku City, Tokyo 162-8666, Japan"
10.1093/jb/mvaa075,Nomura K,Kazuya,Nomura,GPI-Anchored Proteins,32844210,"Department of Medical Biochemistry, Kurume University School of Medicine, 67 Asahi-machi, Kurume, Fukuoka 830-0011, Japan.",Kurume University School of Medicine,"67 Asahimachi, Kurume, Fukuoka 830-0011, Japan"
10.1177/0271678X21999553,Chandra PK,Partha K,Chandra,GPI-Anchored Proteins,33715494,"Department of Pharmacology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"131 S. Robertson Building, 131 S Robertson St, New Orleans, LA 70112, USA"
10.1177/0271678X21999553,Cikic S,Sinisa,Cikic,GPI-Anchored Proteins,33715494,"Department of Pharmacology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"131 S. Robertson Building, 131 S Robertson St, New Orleans, LA 70112, USA"
10.1177/0271678X21999553,Baddoo MC,Melody C,Baddoo,GPI-Anchored Proteins,33715494,"Department of Pathology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"1430 Tulane Ave, New Orleans, LA 70112, USA"
10.1177/0271678X21999553,Rutkai I,Ibolya,Rutkai,GPI-Anchored Proteins,33715494,"Department of Pathology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"1430 Tulane Ave, New Orleans, LA 70112, USA"
10.1177/0271678X21999553,Guidry JJ,Jessie J,Guidry,GPI-Anchored Proteins,33715494,"Tulane Brain Institute, Tulane University, New Orleans, LA, USA.",Tulane University,"1415 Tulane Ave Suite 501, New Orleans, LA 70112, USA"
10.1177/0271678X21999553,Flemington EK,Erik K,Flemington,GPI-Anchored Proteins,33715494,"Department of Pathology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"1430 Tulane Ave, New Orleans, LA 70112, USA"
10.1177/0271678X21999553,Katakam PV,Prasad VG,Katakam,GPI-Anchored Proteins,33715494,"Department of Pathology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"1430 Tulane Ave, New Orleans, LA 70112, USA"
10.1177/0271678X21999553,Busija DW,David W,Busija,GPI-Anchored Proteins,33715494,"Department of Pathology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"1430 Tulane Ave, New Orleans, LA 70112, USA"
10.1073/pnas.2123056119,Saha S,Suvrajit,Saha,GPI-Anchored Proteins,35867835,"Cardiovascular Research Institute, University of California, San Francisco, CA 94158.",University of California,"555 Mission Bay Boulevard South, San Francisco, CA 94158, USA"
10.1073/pnas.2123056119,Das A,Amit,Das,GPI-Anchored Proteins,35867835,"Department of Physics and Center for Theoretical Biological Physics, Northeastern University, Boston, MA 02115.",Northeastern University,"Dana Research Center, 100 Forsyth St #111, Boston, MA 02115, USA"
10.1073/pnas.2123056119,Patra C,Chandrima,Patra,GPI-Anchored Proteins,35867835,"Cellular Organization and Signalling, National Centre for Biological Sciences, Tata Institute of Fundamental Research, Bangalore 560065, India.",Tata Institute of Fundamental Research,"Dr Homi Bhabha Road, Navy Nagar, Colaba, TIFR, Old Navy Nagar, Colaba, Mumbai, Maharashtra 400005, India"
10.1073/pnas.2123056119,Anilkumar AA,Anupama Ambika,Anilkumar,GPI-Anchored Proteins,35867835,"Cellular Organization and Signalling, National Centre for Biological Sciences, Tata Institute of Fundamental Research, Bangalore 560065, India.",Tata Institute of Fundamental Research,"Dr Homi Bhabha Road, Navy Nagar, Colaba, TIFR, Old Navy Nagar, Colaba, Mumbai, Maharashtra 400005, India"
10.1073/pnas.2123056119,Sil P,Parijat,Sil,GPI-Anchored Proteins,35867835,"Cellular Organization and Signalling, National Centre for Biological Sciences, Tata Institute of Fundamental Research, Bangalore 560065, India.",Tata Institute of Fundamental Research,"Dr Homi Bhabha Road, Navy Nagar, Colaba, TIFR, Old Navy Nagar, Colaba, Mumbai, Maharashtra 400005, India"
10.1073/pnas.2123056119,Mayor S,Satyajit,Mayor,GPI-Anchored Proteins,35867835,"Cellular Organization and Signalling, National Centre for Biological Sciences, Tata Institute of Fundamental Research, Bangalore 560065, India.",Tata Institute of Fundamental Research,"Dr Homi Bhabha Road, Navy Nagar, Colaba, TIFR, Old Navy Nagar, Colaba, Mumbai, Maharashtra 400005, India"
10.1073/pnas.2123056119,Rao M,Madan,Rao,GPI-Anchored Proteins,35867835,"Cellular Organization and Signalling, National Centre for Biological Sciences, Tata Institute of Fundamental Research, Bangalore 560065, India.",Tata Institute of Fundamental Research,"Dr Homi Bhabha Road, Navy Nagar, Colaba, TIFR, Old Navy Nagar, Colaba, Mumbai, Maharashtra 400005, India"
10.1016/j.cell.2022.01.009,Borriello F,Francesco,Borriello,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Division of Immunology, Boston, MA, USA; Department of Translational Medical Sciences, University of Naples Federico II, Naples, Italy.",University of Naples Federico II,"C.so Umberto I, 40, 80138 Napoli NA, Italy"
10.1016/j.cell.2022.01.009,Poli V,Valentina,Poli,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Division of Immunology, Boston, MA, USA.",Harvard Medical School,"300 Longwood Ave Fegan 6, Boston, MA 02115, USA"
10.1016/j.cell.2022.01.009,Shrock E,Ellen,Shrock,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Howard Hughes Medical Institute, Division of Genetics, Brigham and Women's Hospital, Program in Virology, Boston, MA, USA.",USA; Howard Hughes Medical Institute,"4000 Jones Bridge Rd, Chevy Chase, MD 20815, USA"
10.1016/j.cell.2022.01.009,Spreafico R,Roberto,Spreafico,Mannan,35148840,"Institute for Quantitative and Computational Biosciences, University of California, Los Angeles, Los Angeles, CA, USA.",University of California,"621 Charles E Young Dr S, Los Angeles, CA 90024, USA"
10.1016/j.cell.2022.01.009,Liu X,Xin,Liu,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Program in Cellular and Molecular Medicine, Boston Children's Hospital, Boston, MA, USA.",Harvard Medical School,"Copyright © 2020 Breault Lab - Boston Children's Hospital, Center for Life Science Boston, 16026 3 Blackfan St, Boston, MA 02115, USA"
10.1016/j.cell.2022.01.009,Pishesha N,Novalia,Pishesha,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Program in Cellular and Molecular Medicine, Boston Children's Hospital, Boston, MA, USA.",Harvard Medical School,"Copyright © 2020 Breault Lab - Boston Children's Hospital, Center for Life Science Boston, 16026 3 Blackfan St, Boston, MA 02115, USA"
10.1016/j.cell.2022.01.009,Carpenet C,Claire,Carpenet,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Program in Cellular and Molecular Medicine, Boston Children's Hospital, Boston, MA, USA.",Harvard Medical School,"Copyright © 2020 Breault Lab - Boston Children's Hospital, Center for Life Science Boston, 16026 3 Blackfan St, Boston, MA 02115, USA"
10.1016/j.cell.2022.01.009,Chou J,Janet,Chou,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Division of Immunology, Boston, MA, USA.",Harvard Medical School,"300 Longwood Ave Fegan 6, Boston, MA 02115, USA"
10.1016/j.cell.2022.01.009,Di Gioia M,Marco,Di Gioia,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Division of Immunology, Boston, MA, USA.",Harvard Medical School,"300 Longwood Ave Fegan 6, Boston, MA 02115, USA"
10.1016/j.cell.2022.01.009,McGrath ME,Marisa E.,McGrath,Mannan,35148840,"University of Maryland School of Medicine, Department of Microbiology and Immunology, Baltimore, MD, USA.",University of Maryland School of Medicine,"615 N Wolfe St, Baltimore, MD 21205, USA"
10.1016/j.cell.2022.01.009,Dillen CA,Carly A.,Dillen,Mannan,35148840,"University of Maryland School of Medicine, Department of Microbiology and Immunology, Baltimore, MD, USA.",University of Maryland School of Medicine,"615 N Wolfe St, Baltimore, MD 21205, USA"
10.1016/j.cell.2022.01.009,Barrett NA,Nora A.,Barrett,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Brigham and Women's Hospital, Division of Allergy and Clinical Immunology, Boston, MA, USA.",Harvard Medical School,"850 Boylston St # 540, Chestnut Hill, MA 02467, USA"
10.1016/j.cell.2022.01.009,Lacanfora L,Lucrezia,Lacanfora,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Division of Immunology, Boston, MA, USA; Department of Biotechnology and Biosciences, University of Milano-Bicocca, Milan, Italy.",University of Milano-Bicocca,"Piazza dell'Ateneo Nuovo, 1, 20126 Milano MI, Italy"
10.1016/j.cell.2022.01.009,Franco ME,Marcella E.,Franco,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Division of Immunology, Boston, MA, USA; Department of Biotechnology and Biosciences, University of Milano-Bicocca, Milan, Italy.",University of Milano-Bicocca,"Piazza dell'Ateneo Nuovo, 1, 20126 Milano MI, Italy"
10.1016/j.cell.2022.01.009,Marongiu L,Laura,Marongiu,Mannan,35148840,"Department of Biotechnology and Biosciences, University of Milano-Bicocca, Milan, Italy.",University of Milano-Bicocca,"Piazza dell'Ateneo Nuovo, 1, 20126 Milano MI, Italy"
10.1016/j.cell.2022.01.009,Iwakura Y,Yoichiro,Iwakura,Mannan,35148840,"Center for Animal Disease Models, Research Institute for Biomedical Sciences, Tokyo University of Science, Tokyo, Japan.",Tokyo University of Science,"4-chōme-6-1 Shirokanedai, Minato City, Tokyo 108-0071, Japan"
