,name,affiliations,email,website,interests,thumbnail
264,Jeong-Hyeon (Justin) Choi,"Assistant Professor of Bioinformatics, Medical College of Georgia, Georgia Regents University",Verified email at gru.edu,http://comics.gru.edu/choi,"[{'title': 'Bioinformatics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioinformatics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioinformatics'}, {'title': 'Computational Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:computational_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acomputational_biology'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
265,Sucheta Tripathy,"Senior Principal Scientist, Former Ramalingaswamy Fellow (IICB) and Professor(AcSIR)",Verified email at iicb.res.in,https://sites.google.com/site/suchetalab/,"[{'title': 'Bio-engineering with genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bio_engineering_with_genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abio_engineering_with_genomics'}, {'title': 'plant pathogen interaction', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:plant_pathogen_interaction', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aplant_pathogen_interaction'}, {'title': 'evolution of pathogens', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolution_of_pathogens', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolution_of_pathogens'}, {'title': 'databases', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:databases', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adatabases'}, {'title': 'data visualization', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:data_visualization', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adata_visualization'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=AQHWYtcAAAAJ&citpid=2
266,Rays H.Y. Jiang,"Assistant Professor, Systems Biology, Department of Global Health, University of South Florida",Verified email at health.usf.edu,http://www.raysjianglab.org/,"[{'title': 'Computational Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:computational_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acomputational_biology'}, {'title': 'Infectious Diseases', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:infectious_diseases', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ainfectious_diseases'}, {'title': 'High-throughput Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:high_throughput_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ahigh_throughput_biology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ynQMunkAAAAJ&citpid=10
267,Robert Ekblom,"Environmental Officer, Swedish Environmental Protection Agency",Verified email at naturvardsverket.se,https://www.naturvardsverket.se/en,"[{'title': 'Conservation Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:conservation_genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aconservation_genomics'}, {'title': 'Carnivore management', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:carnivore_management', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acarnivore_management'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=r4Aqs9kAAAAJ&citpid=2
268,Jon Slate,"Professor of Evolutionary Genetics, University of Sheffield",Verified email at sheffield.ac.uk,,"[{'title': 'Evolutionary Genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolutionary_genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolutionary_genetics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GpPHIZ8AAAAJ&citpid=2
269,Ioannis Ladas,Unknown affiliation,Verified email at dfci.harvard.edu,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
270,Evandro Novaes,Universidade Federal de Lavras,Verified email at ufla.br,http://lattes.cnpq.br/0568272239145336,"[{'title': 'Forest Genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:forest_genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aforest_genetics'}, {'title': 'Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'Tree Breeding', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:tree_breeding', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atree_breeding'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=yOZqOAEAAAAJ&citpid=2
271,William Farmerie,"Scientist, University of Florida",Verified email at ufl.edu,,"[{'title': 'genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
272,Georgios Pappas Jr,University of Brasília (UnB),Verified email at unb.br,,"[{'title': 'bioinformatics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioinformatics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioinformatics'}, {'title': 'genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
273,Hussein Migdadi,king saud university,Verified email at ksu.edu.sa,,"[{'title': 'molecular plant breeding and biodiversity', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_plant_breeding_and_biodiversity', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_plant_breeding_and_biodiversity'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1F6yJQwAAAAJ&citpid=6
274,Salem S. Alghamdi,King Saud University,Verified email at ksu.edu.sa,,"[{'title': 'Plant Breeding', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:plant_breeding', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aplant_breeding'}, {'title': 'Biotechnology and Genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biotechnology_and_genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiotechnology_and_genetics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=BCfSDA4AAAAJ&citpid=9
275,Muhammad Altaf khan,"Plant Production Department, College of Food and Agricultural Sciences, King Saud University, Riyadh",Verified email at ksu.edu.sa,,"[{'title': 'Biochemistry and Biotechnology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biochemistry_and_biotechnology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiochemistry_and_biotechnology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=-Hx5N-0AAAAJ&citpid=1
276,Lenore Pipes,Unknown affiliation,Verified email at berkeley.edu,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
277,Sheng Li,"Associate Professor, The Jackson Laboratory",Verified email at jax.org,http://www.jax.org/research-and-faculty/faculty/sheng-li,"[{'title': 'Computational Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:computational_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acomputational_biology'}, {'title': 'Bioinformatics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioinformatics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioinformatics'}, {'title': 'Cancer Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cancer_genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acancer_genomics'}, {'title': 'Epigenetic Heterogeneity', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:epigenetic_heterogeneity', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aepigenetic_heterogeneity'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=HRyss78AAAAJ&citpid=6
278,Gregory L. Owens,"Assistant Professor, University of Victoria",Verified email at uvic.ca,https://owensgl.github.io/,"[{'title': 'Evolutionary Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolutionary_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolutionary_biology'}, {'title': 'Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'Hybridization', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:hybridization', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ahybridization'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fMPIb8sAAAAJ&citpid=4
279,Marco Todesco,"Research Associate, University of British Columbia",Verified email at biodiversity.ubc.ca,http://www3.botany.ubc.ca/rieseberglab/people/marco_todesco.html,"[{'title': 'genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenetics'}, {'title': 'molecular biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_biology'}, {'title': 'evolutionary biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolutionary_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolutionary_biology'}, {'title': 'genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'plant immunity', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:plant_immunity', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aplant_immunity'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EpXvxTIAAAAJ&citpid=2
280,Yong Zhao,Professor of Sun Yat-sen University,Verified email at mail.sysu.edu.cn,,"[{'title': 'cell aging', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cell_aging', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acell_aging'}, {'title': 'tumorigenesis', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:tumorigenesis', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atumorigenesis'}, {'title': 'DNA damage repair', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:dna_damage_repair', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adna_damage_repair'}, {'title': 'telomeres，telomerase', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:telomeres_telomerase', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atelomeres_telomerase'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
281,Agnel Sfeir,MSKCC,Verified email at mskcc.org,http://www.sfeirlab.com/,"[{'title': 'chromosome biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:chromosome_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Achromosome_biology'}, {'title': 'genome stability', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genome_stability', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenome_stability'}, {'title': 'cancer', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cancer', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acancer'}, {'title': 'mitochondrial DNA', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:mitochondrial_dna', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amitochondrial_dna'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=58kBdMUAAAAJ&citpid=2
282,Ying Zou,The Johns Hopkins University,Verified email at jh.edu,https://www.hopkinsmedicine.org/profiles/results/directory/profile/10005495/ying-zou,"[{'title': 'Cancer Cytogenomics Research', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cancer_cytogenomics_research', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acancer_cytogenomics_research'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=vUKJ9S8AAAAJ&citpid=4
283,Andreas W Schreiber,SA Pathology,Verified email at adelaide.edu.au,,"[{'title': 'bioinformatics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioinformatics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioinformatics'}, {'title': 'physics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:physics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aphysics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RMe5gYUAAAAJ&citpid=1
284,MJ Hayden,"Agriculture Victoria Research | School of Applied Systems Biology, La Trobe University",Verified email at agriculture.vic.gov.au,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
285,Kerrie Forrest,"Senior Research Scientist, Agriculture Victoria",Verified email at agriculture.vic.gov.au,,"[{'title': 'Molecular genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_genetics'}, {'title': 'grains', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:grains', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agrains'}, {'title': 'bioinformatics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioinformatics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioinformatics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=9A_X740AAAAJ&citpid=1
286,Svetlana Khmeleva,Institute of Biomedical Chemistry,Verified email at ibmc.msk.ru,,"[{'title': 'molecular biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_biology'}, {'title': 'DNA', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:dna', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adna'}, {'title': 'RNA', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:rna', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Arna'}, {'title': 'amplification', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:amplification', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aamplification'}, {'title': 'electrophoresis', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:electrophoresis', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aelectrophoresis'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=-G_8geAAAAAJ&citpid=1
287,Annalisa Di Ruscio,Research Fellow Haematology,Verified email at bidmc.harvard.edu,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
288,Touati Benoukraf,"Associate Professor, Memorial University of Newfoundland | Faculty of Medicine",Verified email at mun.ca,https://benoukraf-lab.com/,"[{'title': 'Integrative Omics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:integrative_omics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aintegrative_omics'}, {'title': 'Genome Analytics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genome_analytics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenome_analytics'}, {'title': 'Epigenomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:epigenomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aepigenomics'}, {'title': 'Sequencing Analysis', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:sequencing_analysis', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asequencing_analysis'}, {'title': 'Personalized Medicine', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:personalized_medicine', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apersonalized_medicine'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VF9fdnEAAAAJ&citpid=2
289,Ulisses Nunes da Rocha,Helmholtz Centre for Environmental Research,Verified email at ufz.de,https://www.ufz.de/index.php?en=43142,"[{'title': 'Microbial Ecology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbial_ecology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobial_ecology'}, {'title': 'Microbiome Bioengineering', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbiome_bioengineering', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobiome_bioengineering'}, {'title': 'Systems Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:systems_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asystems_biology'}, {'title': 'Bioinformatics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioinformatics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioinformatics'}, {'title': 'Machine Learning', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:machine_learning', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amachine_learning'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
290,Hinsby Cadillo-Quiroz,"Associate Professor, School of Life Sciences, Arizona State University",Verified email at asu.edu,https://cadillo.lab.asu.edu/,"[{'title': 'methanogen', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:methanogen', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amethanogen'}, {'title': 'Archaea', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:archaea', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aarchaea'}, {'title': 'microbial ecology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbial_ecology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobial_ecology'}, {'title': 'peatland', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:peatland', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apeatland'}, {'title': 'soil microbiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:soil_microbiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asoil_microbiology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=aePv9fsAAAAJ&citpid=2
291,Trevor R. Hodkinson,"Botany, School of Natural Sciences, Trinity College Dublin, The University of Dublin",Verified email at tcd.ie,https://www.tcd.ie/Botany/people/hodkinst/,"[{'title': 'Endophytes', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:endophytes', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aendophytes'}, {'title': 'Grasses', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:grasses', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agrasses'}, {'title': 'Plant Genetic Resources', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:plant_genetic_resources', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aplant_genetic_resources'}, {'title': 'Forest Trees', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:forest_trees', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aforest_trees'}, {'title': 'Plant Systematics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:plant_systematics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aplant_systematics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=OphAvBgAAAAJ&citpid=5
292,Paul Cormican,Teagasc,Verified email at tcd.ie,,,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JVh-mosAAAAJ&citpid=9
293,Wei REN,Shaanxi Normal University,Verified email at snnu.edu.cn,,"[{'title': 'Nano/Bio Interface Chemistry', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:nano_bio_interface_chemistry', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Anano_bio_interface_chemistry'}, {'title': 'Biomolecule Diagnosis', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biomolecule_diagnosis', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiomolecule_diagnosis'}, {'title': 'POCT Devices', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:poct_devices', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apoct_devices'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=DtIJ-AYAAAAJ&citpid=4
294,Javier Revollo,NCTR/FDA,Verified email at fda.hhs.gov,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
295,Yong Zhao,Professor of Sun Yat-sen University,Verified email at mail.sysu.edu.cn,,"[{'title': 'cell aging', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cell_aging', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acell_aging'}, {'title': 'tumorigenesis', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:tumorigenesis', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atumorigenesis'}, {'title': 'DNA damage repair', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:dna_damage_repair', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adna_damage_repair'}, {'title': 'telomeres，telomerase', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:telomeres_telomerase', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atelomeres_telomerase'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
296,Jerry W. Shay,UT Southwestern,Verified email at utsouthwestern.edu,,,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5iXE9k0AAAAJ&citpid=2
297,Sijie Liu,北京大学,Verified email at pku.edu.cn,,"[{'title': '核酸代谢，生物化学，神经生物学', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:%E6%A0%B8%E9%85%B8_%E4%BB%A3%E8%B0%A2_%E7%94%9F%E7%89%A9_%E5%8C%96%E5%AD%A6_%E7%A5%9E%E7%BB%8F_%E7%94%9F%E7%89%A9_%E5%AD%A6', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3A%25E6%25A0%25B8%25E9%2585%25B8_%25E4%25BB%25A3%25E8%25B0%25A2_%25E7%2594%259F%25E7%2589%25A9_%25E5%258C%2596%25E5%25AD%25A6_%25E7%25A5%259E%25E7%25BB%258F_%25E7%2594%259F%25E7%2589%25A9_%25E5%25AD%25A6'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pdoS4O4AAAAJ&citpid=1
